Abundance,SAMEA728908,SAMEA728622,SAMEA728808,SAMEA728663,SAMEA728854,SAMEA728851,SAMEA728772,SAMEA728755,SAMEA728706,SAMEA728646,SAMEA728680,SAMEA728785,SAMEA728913,SAMEA728876,SAMEA728697,SAMEA728749,SAMEA728887,SAMEA728929,SAMEA728674,SAMEA728602,SAMEA728690,SAMEA728923,SAMEA728791,SAMEA728862,SAMEA728821,SAMEA728920,SAMEA728942,SAMEA728873,SAMEA728933,SAMEA728685,SAMEA728630,SAMEA728611,SAMEA728760,SAMEA728703,SAMEA728805,SAMEA728814,SAMEA728734,SAMEA728665,SAMEA728740,SAMEA728617,SAMEA728899,SAMEA728627,SAMEA728652,SAMEA728783,SAMEA728672,SAMEA728777,SAMEA728902,SAMEA728797,SAMEA728586,SAMEA728835,SAMEA728649,SAMEA728918,SAMEA728843,SAMEA728788,SAMEA728574,SAMEA728831,SAMEA728726,SAMEA728799,SAMEA728916,SAMEA728867,SAMEA728635,SAMEA728700,SAMEA728865,SAMEA728670,SAMEA728717,SAMEA728667,SAMEA728614,SAMEA728950,SAMEA728794,SAMEA728692,SAMEA728884,SAMEA728599,SAMEA728766,SAMEA728582,SAMEA728826,SAMEA728769,SAMEA728890,SAMEA728638,SAMEA728661,SAMEA728894,SAMEA728848,SAMEA728817,SAMEA728925,SAMEA728802,SAMEA728774,SAMEA728763,SAMEA728905,SAMEA728897,SAMEA728589,SAMEA728723,SAMEA728745,SAMEA728720,SAMEA728731,SAMEA728712,SAMEA728780,SAMEA728565,SAMEA728845,SAMEA728570,SAMEA728676,SAMEA728752,SAMEA728643,SAMEA728594,SAMEA728709,SAMEA728859,SAMEA728743,SAMEA728714,SAMEA728910,SAMEA728856,SAMEA728839,SAMEA728658,SAMEA728737,SAMEA728946,SAMEA728655,SAMEA728561,SAMEA728870,SAMEA728938,SAMEA728578,SAMEA728881,SAMEA728812,SAMEA728829,SAMEA728878,SAMEA728728,SAMEA728607,SAMEA728758
t__SGB1815,2.00148,7.35942,0.00352,0.03437,0.44386,1.17851,0.0011,0.06246,0,0.19986,0.92015,1.8739,0.02195,0.00406,0.00246,0.10503,20.17958,0.00446,0.01137,3.42662,0.0871,0.90139,0.99483,0,0.00057,0,0.65531,5.6198,0.02197,0.07243,0.35489,0.22487,0,2.37194,0.58528,0.44193,1.34391,0.0039,4.28607,0.01115,0.00559,0,0.33096,0.48521,1.03905,2.11559,1.31746,5.21077,0.02581,6.81367,0,9.07663,2.9694,1.2151,0.65468,1.35018,6.01295,0.00818,3.04843,1.11494,0.73148,0.90079,0.10193,0.18913,7.19022,0.00039,2.50058,3.94002,0.10564,1.79799,0.68838,0,0.2203,1.24069,2.49682,8.29882,1.42131,0.0301,0.37426,0.00997,0.35463,3.05196,0.69686,1.38016,20.59504,2.73309,0.38315,0.00884,0.01601,2.31453,0,0.08089,0.00146,0.01034,3.49373,1.30979,6.00624,0,4.47115,0.00029,0.22334,0,27.87526,0.01116,0.01555,0.49279,0.1844,0.01684,0.06626,0.00314,0.68389,1.26332,2.61641,3.44337,3.16806,0.10251,0.0107,0.14415,3.98155,0,0.29264,0.01578,0,0.11238
t__SGB15368,1.55055,1.94018,0.08457,0,0,1.0547,0.7694,0.10563,0.02239,0,0.73395,2.36346,0,4.5979,2.19355,0.89777,0,5.57062,0.16879,0,0.49432,0,0,0,0,0.27049,0,7.46884,0,0.03753,1.10881,0.70759,0,0,0,1.27614,1.1518,0.85761,0,0,1.47653,3.44392,0.01619,0,2.28717,2.4089,0.20887,1.40246,0.07057,0.00555,0,0,1.69707,1.78325,2.91071,0.24911,0.57683,0,0.55095,0.25251,0,1.16665,0.28142,0.01037,1.74023,0,2.26245,0.23431,1.85264,0,4.11485,0,0,1.84782,3.75827,0,0,0,0.44877,0,1.90026,1.77584,2.67715,5.35674,0,0,0.22843,1.65499,0.12728,0.41927,0.06827,0,1.34337,0.1458,0,0,0,0,0.66116,3.69479,1.49143,2.55951,0,0.7458,0,0.61044,0.17952,0,0,5.51044,0,3.63373,0,0.72337,0,1.00226,0,0.45773,0,0,0,0,0.00567,0
t__SGB2313,1.08166,0.00323,0,5.73221,0,0,0,0.22469,0,0,0,0,0,0.00085,0,0,0,0,0,0,1.96503,0.00338,0,3.11892,0.00025,0,0.07748,4.75205,0,0,0,0,0,4.11273,0,1.50375,0.00134,0,0,0,0.00049,9.79719,0,0,0,0.19837,0,0.00163,0,0,0.00549,0,0,0,0.01657,0,0,0,0,0.00248,0,0,0,0,0,0,0.22331,0.09698,0,0.0008,0.95457,0,0,0,9.87755,0,0,0,0,0,0.00512,0,0,0.00272,0,0,2.05231,0,0,4.64851,0,0.00588,0,0,0,0,0,0,2.31734,0,0,0.00513,0,0,0,0,0,0,0,0,0,0,0.00055,0,0,0,1.49504,0,0,0.00192,0,0,0,0
t__SGB15342,1.0185,0.12891,0.4473,2.68556,0.36266,0.27158,0.58173,5.59047,0.13362,0.34817,0.06858,0.08958,0.65702,0.08066,0.40853,0.25815,1.7174,0.22752,0.35687,0.34928,0.16158,0.17343,2.95868,0.12397,0,0.99639,0.0397,0.23829,1.0987,0.71861,0.38223,0.09665,0.3039,0.34299,0.45028,0.53031,0.1674,1.27906,0.18033,0.68301,0.00364,1.30128,0.42893,0.62399,0.25631,0.52116,0.56389,3.15716,0.86386,0.51915,2.63752,0.075,5.403,2.58338,1.89813,0.65611,0.2484,0.18633,0.80659,0.74413,0.61666,0.67575,0.22821,0.07957,1.28726,1.41459,0.10588,0.26044,0.58585,2.23725,0.26456,0.47834,0.17777,0.68401,0.83008,1.13631,0.43812,0.8484,2.86079,0.39064,0.33661,0.93039,0.28235,0.34088,1.21141,6.75331,0.66947,0.34328,0.19585,1.23984,0.13864,0.56571,0.87589,0.53427,1.12824,0.83699,1.10217,0,0.25099,0.39651,1.81363,0.05013,0,0.18416,0.45139,0.43422,0.74739,0.76692,0.12864,1.61328,0.67961,0.19914,0.15165,0.38426,0.16461,0.58684,0,0.22241,0.29046,1.27649,0.11114,0.70212,0.24353,0.06439
t__SGB5785,0.87325,0,3.40357,0,0,0,0,1.01612,0.19381,0,0,0,0,0.15039,1.26666,1.59815,0,1.19658,0,0,0,0,2.05001,0,0,0,0.36816,0,0,0,0.14821,0,0,0,0,1.78019,0,0,0,0,0,0,0,2.16375,0.2898,0,0,0,0.00719,0.0005,0,0,0,0,0,0,1.22287,0,0,0.22133,0.98926,1.16167,0,0.02073,0,1.48631,0,1.67096,0,0,0,0,0.15893,0,0,1.37038,0,0,2.12375,0,0,0,0,0,0,1.13459,0.19695,0,0,0,0,0.05742,1.86887,0,0,0,0,0,0,0.07253,1.42082,0,0,0.97737,0,0,0,1.43961,0.1221,1.16403,0,0,0,0,0,0,2.23288,0.12517,0,0,1.1202,0,0,0
t__SGB17244_group,0.85384,0,0.04558,0,0,0.23797,1.77087,1.73375,0,0.02514,0.00377,0.03168,0,0,0.01378,1.11854,0,0,0.28917,0.09344,0.04037,0.34928,0.16188,0,0,0.20576,0.65213,0.09704,0,0.03815,0.13993,0.1508,0.28416,0,4.92011,0.00053,0,0.36376,0,0,0.44692,0.52394,0.1279,0,0.31389,0.21016,0.1156,0.89853,0.06259,0.07928,5.95372,0,0.85102,0.13731,0.18326,0,0,0.01117,0.15374,0,0.33083,0.15812,0.05964,0.04252,0.02026,0.20963,0.09785,0.60203,0,1.53101,0.47239,0.10306,0.18548,0.17051,0.29462,0,0.06506,0,0.41308,0.42187,0.12229,0.26132,1.09053,0.20809,0.72471,0.82586,0.03343,0,0.11518,0.00884,0.23111,0.40316,0.08603,0,0.77469,0.75901,1.24024,0,0.23953,0.03845,0.19481,0.97838,0,0,0.42977,0.55349,0.02732,1.62318,0.10382,0.09848,0,0.58965,0,0.3368,0.19792,0.01753,0,0.05726,2.33052,0,0,0.10546,0.06945,0.10268
t__SGB1812,0.79985,0,0,0,0,0,0.61413,0.03422,0,1.79621,0,0,0,0,0.80824,0,0,0,0,0,0,2.12182,7.25377,0,0.46552,0,0,0,0,0,0,0,0,0,0.03401,0,3.34519,0,0,0,0.13322,0,0.08213,0.31016,0,2.03203,0,0,0.01469,10.45354,0,8.34704,0,0,0.10473,0.19652,0.65188,0,1.74831,0.0595,0,0,0,0.91616,0,0,0.52826,0.00223,0.85695,0,0,0,0.2948,0,0,0,0,3.51812,0.67982,1.18219,7.99167,0.40418,1.33052,2.71495,0,0,0,0,0,0.00205,0,0,0,0,1.15619,0,0,0.02022,0,0,0.69352,0,0,0,0,0,0.29321,0.45119,0,0,0,1.04837,0,1.30464,0,0.39134,2.27097,0,0,0,0,1.61954,0.00373,0.91139
t__SGB4644,0.76316,0.1887,0.22279,0.68331,3.81325,0.35909,0.14427,0,0.13983,0,0.11806,0,0,0.00545,0.11721,0.24701,0.29074,0.04474,0.36911,0,0.24118,0.94082,0,0.35372,0,0.22588,0.13124,0.32203,0.22204,0.02376,1.1113,0.66963,0,0.01567,0.39228,0,0.33934,0.05637,0,0,0.01633,0.31032,0.24357,0,0.01037,0.93588,0.65911,0.23027,0,0,0.50296,0,0.45076,0.2752,1.0591,0,0.74446,0.20739,0.45773,0.38754,0.7632,0.01943,0.00475,0.00898,0.708,0.05808,0.33178,0.10675,0.30045,1.2952,0.4308,0,0,0.15386,0.19241,0.01493,0.65517,1.45173,0.59997,0,1.56403,0.32006,0.35848,0.05669,0.05364,0.49005,0.04975,0.7221,0.06609,0.28642,0.05734,0.11243,0.52646,0.26085,1.15202,0.46804,0,0,1.29927,0.62808,0.43435,0.20066,0,0.92819,0.15691,0.17196,0.01764,0,0.02491,1.30713,0,1.68083,0.29533,0.06019,0,1.60093,0.12907,0,0.20805,0.14671,0.1758,1.42472,0.01501,0
t__SGB15286,0.73858,2.61357,0.02981,0.56005,3.49886,0.7611,0.58658,0.68633,0.98342,0.17102,0.25622,1.24415,0.9533,1.80245,0.16174,0.59287,0,0.03019,0.28947,1.24283,0.72717,0.0005,0,1.63945,0,0.4464,0.30664,2.88729,2.66135,0.6855,1.45421,1.54188,10.90914,1.72258,2.53962,0.43556,0.87544,0.14941,0,0.39459,0.13733,0.83721,0.14859,0,4.46063,1.74599,3.60802,3.69127,0.47059,0.47768,3.15984,1.14758,3.28755,1.14642,0.72952,0.63676,0.95293,3.6004,0.72325,0.95054,3.47187,1.97546,0.31007,0.47118,0.80092,1.17939,0.31207,0.3852,1.79847,5.4549,0.48051,0.09357,0,0.71486,5.68131,1.81952,0.13486,2.0745,1.71373,0,1.0142,1.03428,1.33919,2.5886,0.71959,0.92395,0.57,1.02422,0.10654,0.72788,0.62472,0.45037,0.1862,0.25348,0,2.21063,0,0,0.31645,2.37541,0.92589,2.13269,0,0.66716,0.07542,0.58398,0.24678,0,1.27712,2.45655,0.55135,0.3744,2.61845,0.30583,0,1.018,0,0.5634,2.68964,1.65036,1.62425,2.10365,0.16592,0.17629
t__SGB1871,0.67254,0,1.18817,0.92051,1.39732,0.64485,0.04395,0,0.1993,0.18697,0,0.08801,0.0015,0.08994,0.09766,0.00767,2.86471,0.00678,0.00634,2.60769,0.03321,0.09077,3.69934,0,0.34142,0.03022,0,0.91618,0,0,0.04042,0.09765,0.00699,0,0,0.09122,0.11297,0.0052,2.08097,0,0,0,0,0.08585,0,0.77174,0.36559,0.46538,0.02234,0.82452,0,0,1.25188,0.74932,0.02941,0.00662,0.04225,0,0.55506,0,0.05289,0.0151,0,0.07738,0.72937,0.05192,0.18664,0.00577,0.00238,0.41184,0.39688,1.54527,0.1136,0.3002,0.53146,0.52689,0.56554,0,0.03388,0.12577,0.75019,0.58925,0.49295,0.89047,3.28508,0.00308,0.01129,0.13452,0,0.54682,0,0.01235,0.18161,0,1.77583,1.11051,0,4.50856,0.31873,0,0.01602,0.82909,5.79195,0.41681,0.23516,0.08243,0.06338,0.91799,0,0.26247,0.20258,0.31818,0.06586,0.36793,0,0.15039,0.11761,0.22846,0.20017,2.27317,0,0.21562,0,0.58285
t__SGB15316,0.65388,0.1811,0.50382,0.31894,0.62545,0.63034,0.16545,0.16714,0.0778,0.02635,0.05173,0.14151,0.58177,0,0.14373,0.68788,0.35663,0.06208,0.02264,0.3466,0.26163,0.78913,0.10242,0.28448,0,0.20744,0.00572,0.32279,1.72085,0.04029,1.62612,0.06312,0.5556,0.17138,0.50732,0.00709,0.73751,0.44189,0.12316,0.17026,0.07294,0.03868,1.16559,0,0.01184,0.38279,0.11596,0.90294,0.08491,1.47864,11.0856,0.15632,0.6236,10.13879,0.13389,0.11603,0.22519,0.18652,0.91488,0.13787,0.07812,0.24548,0.20199,0.02563,0.1833,0.40392,0.68989,0.13834,0.12268,0.00955,1.05785,0.79503,0.13032,1.16628,0.34078,0.14633,0.5339,0.13908,0.0846,0.1764,0.11873,0.39321,0.03211,0.07032,0.55191,0.68307,0.72992,0.42914,0.4604,0.46883,0.26794,0.04188,1.02923,0.24064,0,0.83999,0.25293,0,0.63549,0.20255,0.4001,0.03564,0,0.13039,0.01566,0.16895,0.39876,0.54235,0.92632,0.1867,0,0.0396,0.12837,0.05261,0.52018,0.41071,0,0.03608,0.49118,0.11499,0.05244,0.5027,0.10551,0.06846
t__SGB1814,0.64871,0.9796,5.48648,6.82488,2.75758,3.76101,1.31085,0.53099,0.5394,9.31583,0.93755,4.17617,8.89201,1.1243,1.39857,2.1034,0.52894,2.73393,0.00476,12.19869,0.67346,2.72066,24.06038,0,0.77755,0.50084,0.80604,0.00874,24.69342,0.3532,1.24901,5.22305,1.95243,0.14078,1.69756,2.93186,5.73712,0.08483,1.60519,13.90821,1.42626,0,0.15978,1.21279,0.01771,4.98553,0.9272,8.29316,0.53559,0.10026,0,0.00599,4.77011,4.0374,1.91611,1.04702,3.165,7.55166,0.62652,0.01911,3.09147,0.69596,0.59324,4.07471,0.00754,1.64251,1.69889,2.97697,4.75167,3.75516,2.93547,6.25447,1.16607,8.18982,1.266,5.71518,7.57689,10.9671,4.74457,8.19114,9.86291,1.13042,4.0897,7.72573,0.03531,0.08302,2.44471,5.99502,0.17968,0.76813,0.54419,0.21329,8.79603,2.81685,0.0151,1.69437,13.65788,0,0.00396,0.97068,1.18139,0.58872,0.00945,8.73891,3.4373,0.62295,1.53183,7.23872,4.32101,3.20843,1.84008,4.86535,0,0.99826,0.00793,2.21242,5.65323,1.3798,5.08673,0,0,7.94744,0.30992,7.40504
t__SGB15254,0.64439,0.51678,1.10896,0.72856,0.13187,1.02111,4.75795,0,0.00763,0.11416,0.93197,0.6021,1.50851,0,0.23607,1.28819,2.37426,0.23845,0.59923,0.89784,0.08857,0.07937,0,0.94664,0,0.2173,0,0.0462,0,0.13151,1.03386,0.18419,0.01709,0.53769,0.08982,0.39808,1.36133,0.13671,0.47517,0.81485,0.32845,1.53869,1.40449,1.7046,0.09839,1.26624,0.23384,0.70241,0.7263,0.17874,0,0.77278,2.51051,0.52298,0.34217,1.12632,0.49085,0.49625,0.59083,0.39643,0.01098,0.50264,0.36684,0.07898,1.19387,0.54463,0.22821,0.98351,1.62299,2.12407,0.50706,0.86108,0,0.24494,1.0354,0,0.46638,1.03442,0.05303,0,1.34019,1.32954,0.9713,0.88963,0.43095,0.82774,0.31605,1.14657,0.43108,1.08832,0.44704,0.22042,0.25577,1.41634,0.87827,1.41982,0,0,0.49218,0.47131,1.41216,0.58828,0,0.38665,0.41524,1.01498,0.16029,0,0.47891,1.35669,0.94594,0.27639,0.80919,0.74199,0,2.20755,0,0.51728,1.52191,0,0.43615,0.35787,0.57353,0.26429
t__SGB1830,0.63567,0,0,0,0,0.00944,0.00075,0,0,0.30869,0.00337,0.01354,0,4.18534,0.12439,0,8.49159,2.47947,0,0.02051,0,0.00771,15.76022,0.01928,0.9558,0.0139,0,0,0,0.02462,0.06249,0,0.2158,3.94977,0.28225,0.00055,0.44374,0.00116,2.03855,0.06741,0.00566,0,0,0.1556,0,0.22755,0.0134,0,0,0.01171,0,0,0,0,0.40862,0.19268,0.01771,0,0.34356,0.02073,0,0.11821,0,0.38296,0.00446,0.00028,0.01782,0.0566,0.00909,0.01298,1.40543,0,0.03115,0,0,1.65349,0.35779,0.07516,0.3764,0.08369,3.39932,1.3166,0,0,0,0,0.54552,0.00697,0,0,0.0031,0,0,0,0,0,7.48556,0.11645,0,0,0,0,0,0,0,0.58795,0,0,0,0.00359,0.88424,0,0.78643,1.07271,0,0.29189,0.00277,0,0,0,0,0,0.33669,0.18207
t__SGB4914,0.57297,0.98248,1.21915,1.38028,0.93277,0.01162,0.12733,0.00426,0.00928,0.07131,1.33587,0.01761,1.35079,0.05696,0.03905,0.29829,1.54385,0,0.24026,1.47027,0.93799,0.85531,0,0.12576,0,0.18556,0.40943,0.9998,1.71372,0.16654,1.56454,0.08202,0.04228,1.57304,0.03379,0.05108,0.36547,0.4172,0.17436,0.79849,0.03213,0.06932,0.08727,0.01501,0.05994,1.3853,0.48706,0.03883,0.2109,0.21754,0.08674,2.09214,2.73413,0.33442,0.41142,1.58241,0.01229,0.73343,0.4663,0.03815,0.46009,0.19793,1.28061,0.35368,0.00027,1.45908,0.18573,0.26399,0.21923,4.96309,0.04684,0.10684,0.18336,0.30348,0.02659,8.60696,5.25207,0.99018,0.79184,0.18543,0.35543,0.21937,0.43652,0.91925,0,0.18462,0.62215,1.18942,0.16166,0.80398,0.39738,0.12034,0.3896,3.7692,2.71325,1.69617,0,0,0.0581,0.44206,1.02298,0.33713,0,0.2338,0.00711,3.38407,0.04712,2.15164,2.10215,1.17294,0.9736,0.21169,1.22028,0.38749,1.05355,3.3295,0.03026,0.98789,1.15345,3.86268,0.00216,0.35192,0.71685,0.10265
t__SGB2290,0.5633,0.17327,0.20904,0.23944,0,0.11776,0.08197,0,0.02548,0.00987,0.02815,0.76725,0.00045,0.88095,0.12528,0.09046,0,0.16398,0.00379,0,0.09351,0.26111,0.02799,0.00312,0.67292,0.03279,0.16742,0.48742,0.18737,0.0052,0.07225,0.17193,0.26653,0.46943,0.15153,0.2236,0.14896,0.07877,0.00426,0,0.38459,0,0.08542,0.09544,0,0,0,1.1611,0.07844,0.11455,0.57929,0.21098,0.26359,0.41557,0.28941,0.14682,0.02495,1.82361,0.20587,0,0.93169,0.28991,0.03032,0.00894,0.49096,0.10265,0.27563,0.18225,0.56929,0.51636,0.07825,0.18082,0.05833,0.1686,0.51933,0,0.34554,0,0.04005,0.00628,0.15583,1.20868,0.27314,0.47365,0,0.57397,0.06698,0,0.05367,0.29541,0.02861,0.04673,0.07274,0,0.72251,0.143,0,0,0.28519,0,0.02481,1.68122,0,0.12889,0,0.02012,0.01473,0.12136,0.09218,0.35246,0.21836,0.22689,1.13108,0.08635,1.51546,0.07418,1.447,0.02996,0.17749,0,0.0315,0.42338,0.05205,0.02279
t__SGB1949,0.55862,0,0.71716,1.69735,1.02347,0.84443,0.68967,0.03782,0.07497,0.31443,0.06409,0.25628,0,0.3029,0.42064,0.78323,0,0.85129,0.1167,0.00146,0.07772,0.62098,0,0,1.77772,0.13957,0.1934,0,0,0.10848,0,0.42345,0,0,0.15488,0.84286,1.2735,0.13251,0.08491,0.2164,0.62021,0,0.12482,0.30508,0.1429,0.63457,1.74336,1.34559,0.01863,1.29912,0,3.86337,0,0,0.0238,0.17548,0.32544,0,1.18241,0,0.16191,0.32631,0.35102,0.62247,0.99223,0.63387,0.48138,0.00271,0.30609,1.77707,0.26864,0,0.12121,1.09323,0.72632,0.81323,0,0.48741,0.48625,0.79514,1.01176,1.08173,0.19737,0.3691,3.08993,0,0.77402,0.36537,0.11474,0,0,0.0649,0.31937,0,0.14345,0.3829,0,0.64342,0,0,0,0,0.00164,0,0.21868,0.41051,0.14086,0,0.42303,0.29483,1.89836,0.2751,0.53281,1.03207,0,0.08658,0,0.25805,1.10542,0,0.0472,0,0.10174,0.55347
t__SGB5121,0.5435,0.46485,0,0,0,0.14026,0,0,0,0,0.10294,1.0962,0,0,0,0,0.54075,0,0,0,2.20871,0,0,0,0,0.47412,0,0,0,0.06545,0,0,0,0,1.08678,0,0,1.87171,0,0,0,0,0.28782,0,0.01555,0.47609,0.16858,0,0.1966,0,0,0,0,0,4.34626,0,0,0,0,0,0,0,0.82757,0,3.43713,0,0,0,0.0587,0,1.9445,0,0,3.56655,0.01625,0,0,0,0,0,0,0.09326,0.52746,0,0,2.65577,0.09976,2.20018,0.0138,1.59534,0.00633,0,0,0,0,0,0,0,0.74197,0,2.38693,0,0,0,0,0.17178,0.43145,0,0,0.79139,0,0,0,0.02661,0,0,0,1.01086,0.86137,0,0,0.30465,0,0
t__SGB15318,0.46816,0.2159,2.36449,5.95906,0.20089,0.36769,1.2067,8.31083,0.01617,0.24518,0.25688,0.07066,1.09775,0.626,0.61186,0.88969,0.52505,0.22215,0.88695,2.44094,0.182,0.00798,0.19537,0.72309,0,0.36105,0.01576,2.4481,1.04582,0.12838,0.08028,0.15519,0.34341,0,1.35728,0.37272,0.71102,0.24173,0.00021,0.23664,0.66714,0.26259,0.66474,1.54018,0.00104,0.74542,0.27921,1.41961,0.12252,0.96647,0.0351,2.1228,1.5518,0.80009,0.46405,0.70038,0.03336,0.06376,0.55044,0.15843,0.18138,0.46682,0.59402,0.50878,1.58244,0.66897,0.57225,0.12632,0.05676,1.14639,0.11853,0.89955,0.00605,1.08749,0.95249,0,0.97484,0.90355,0.86113,0.30013,0.36085,0.70987,0.24345,0.48594,2.37759,0.1757,0.33284,0.18949,0.26906,0.46927,0.22976,0.79602,0.19143,0.08141,0.01029,0.33037,0.21111,0,0.48571,0.20898,0.59968,0.16199,0,0.31591,0.73355,0.42964,0.52327,4.06366,0.17866,0.18522,0,0.09213,0.07487,0.12041,3.0851,0.16222,0.3431,0.2337,1.11177,0.00068,0.10644,0.01587,0.13501,0.87252
t__SGB2295,0.46581,0.0764,0.09262,0,1.10138,0.1028,0.13901,0.00051,0.0558,0.22664,0.06922,1.06845,0,0,0.08442,0.70689,0,0,0.11246,0.4585,0.1436,0,0,0.68772,1.00911,0.05654,0.2776,0.11667,0.66113,0.01188,0.3624,0.62285,0.5756,0.46429,0.01374,0.81628,0.4712,0.06686,0,0.32618,0.39339,0,0.19889,0.08999,0.17663,0.51771,0.60764,0.89484,0.02844,0.22087,0,0.21002,0.06508,0,0.42054,0.10464,0.50555,0,0.16483,0.25788,0.91791,0.16709,0.16956,0.15723,0.55118,0.32722,0.26458,0.29896,0.15274,0.29868,0.06738,0,0.06039,0.20218,0.62841,0.2674,0.29962,0,0.07892,0.13421,0.48961,0,0.66338,1.22122,0,0,0.09465,0.30936,0.03671,0.11886,0.04399,0.01905,0.1055,0,1.04371,0,0,2.96831,0.39739,0.06135,0.04456,1.30875,0,0.50411,0.09698,0.47726,0.0765,0,0.09251,0.48862,0.73209,0.05082,0.92756,0.09454,0.77029,0.06152,0.89278,0.15855,0.03826,0.62017,0.11724,0.36848,0.10027,0.10037
t__SGB9301,0.45485,0,0,0,0,0,0,0,0.0673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065
t__SGB15332,0.4477,0.59732,0.2592,0.01503,3.18112,0.01506,0.09456,0,0.00975,1.63,0.75026,0,0.07229,0.91434,0.02282,0,0,0.36136,0.38442,1.17566,0.07086,0,1.37965,0.04545,0,0.19071,0.07511,0.00712,0.00955,0.03938,0.16198,0.53227,0.30681,0.02737,1.12129,1.74777,1.29048,1.85894,0,0,0.10625,0,0.06848,0,0,1.54745,0.11845,1.85876,0.30228,0.88412,0,0.00799,0.08976,0.6314,0.04581,0.40143,0.02842,0,0.54442,0.15285,0.77232,0.01806,0.2365,0.01287,2.63151,0.20706,0.00742,0.77368,0,0.01167,0.01408,0.12718,0,1.98035,3.22643,0,0.18081,4.52001,0,0,2.00093,0,0.00852,0.02506,0,0.01402,1.47184,0.35883,0,0.01718,0.02909,0.83389,0.38141,0.21831,3.70476,4.08827,0,0,0,0.03681,0.80695,0,0,0.05216,0.57211,0,0.08776,0,0,0.02385,0,0.03445,0.06019,0.47061,2.89377,0.6129,0,0.35846,0.00933,0,0.09346,0.54603,0.04356,3.33998
t__SGB4874,0.44129,0.09425,0.19722,0.63814,0.74065,0.53453,0.97581,0,0.20817,0.04142,0.11645,0.22837,0.52247,0.08931,0.25739,0.39057,0.2403,0.80442,0.18028,0.34027,0.10401,0.56333,0,0.14662,0,0.05677,0.05696,0.38999,0.98972,0.14588,0.45229,0.46091,1.11157,0.10666,1.29437,0.87015,0.32478,0.12251,0.59747,0.33806,0.53477,0.50663,0.22098,0.1906,0.15562,0.49413,0.14291,1.78715,0.34089,0.32293,0.8666,0.27198,0,0.21343,0.12363,0.18653,0.68826,2.86409,0.09224,0.05109,0.0469,0.27689,0.49589,0.09149,0.66432,0.69914,0.0905,1.07182,0.65401,1.01063,0.03017,0.16893,0.02006,0.20827,0.68472,0.00452,0.70443,0.26594,0.49626,0.4414,0.32323,0.05954,0.67568,0.73777,0.48283,2.56501,0.14894,0.41888,0.22174,0.36957,0.03991,0.22428,0.51075,0.14401,1.16905,0.56227,0,0,0.1719,0.48506,0.53686,0.19566,0,0.37549,0.47736,0.05767,0.03812,1.8085,0.37665,0.23884,0.26539,0.10763,0.19475,0.28155,2.46283,0.66594,0.07423,0.21755,0.97269,0.95056,0.29655,0.37103,0.06612,0.07946
t__SGB15346,0.43652,0.33876,0.50573,1.44459,1.89896,0.56007,0.69433,5.93993,0.0522,0.2363,0.04623,0.14349,0.40285,0.06139,0.80654,0.74679,0.0008,0.17774,0.40003,1.39081,0.73059,0.00115,0.08921,0.00532,0,0.2905,0.00281,0.0777,0.09755,0.1017,0.17334,0.41766,0.13017,0.31283,0.54428,0.53984,0.15378,0.65929,0.16453,0.09864,0.06244,0.34532,0.58034,0.20703,0.93237,0.54457,1.66236,0.3209,0.8055,0.89935,2.51615,1.72981,0.90812,2.38829,0.39943,0.1928,0.33031,0.06907,0.76186,0.94491,0,0.40621,0.25092,0.1828,0.90416,0.68487,0.28679,0.18664,0.18221,1.45642,0.45073,0.343,0,1.91494,0.85008,0,0.32848,0.04111,0.20557,0,0.52223,0.57969,0.25384,0.46318,0.00758,0.02071,0.39135,1.1543,0.19644,0.86782,0.0534,0.58743,0.68017,0.13749,0.48846,1.24027,0.00113,0,0.73054,0.22795,0.42186,0.14999,0,0.06122,0.12966,0.48326,0.32642,1.19767,0.2839,0.37343,0.29766,0.35832,0.21175,0.06973,0.20609,0.46565,0,0.52263,0.73659,0,0.13821,0.30936,0.55348,0.04446
