Abundance,1000IBD00059,1000IBD00654,1000IBD00598,1000IBD00646,1000IBD00702,1000IBD00540,1000IBD00510,1000IBD00395,1000IBD00435,1000IBD00594,1000IBD00275,1000IBD00631,1000IBD00286,1000IBD00357,1000IBD00723,1000IBD00310,1000IBD00641,1000IBD00545,1000IBD00192,1000IBD00082,1000IBD00726,1000IBD00711,1000IBD00255,1000IBD00097,1000IBD00419,1000IBD00479,1000IBD00064,1000IBD00671,1000IBD00652,1000IBD00629,1000IBD00625,1000IBD00607,1000IBD00253,1000IBD00111,1000IBD00105,1000IBD00409,1000IBD00550,1000IBD00050,1000IBD00125,1000IBD00018,1000IBD00126,1000IBD00150,1000IBD00114,1000IBD00600,1000IBD00509,1000IBD00374,1000IBD00548,1000IBD00103,1000IBD00408,1000IBD00508,1000IBD00666,1000IBD00326,1000IBD00234,1000IBD00494,1000IBD00534,1000IBD00701,1000IBD00538,1000IBD00204,1000IBD00624,1000IBD00495,1000IBD00033,1000IBD00343,1000IBD00273,1000IBD00215,1000IBD00385,1000IBD00627,1000IBD00328,1000IBD00147,1000IBD00063,1000IBD00311,1000IBD00281,1000IBD00342,1000IBD00030,1000IBD00194,1000IBD00614,1000IBD00010,1000IBD00185,1000IBD01332,1000IBD00161,1000IBD00514,1000IBD00364,1000IBD00304,1000IBD00173,1000IBD00287,1000IBD00339,1000IBD00027,1000IBD00423,1000IBD00676,1000IBD00264,1000IBD00224,1000IBD00200,1000IBD00202,1000IBD00106,1000IBD00107,1000IBD00278,1000IBD00536,1000IBD00664,1000IBD00036,1000IBD00225,1000IBD00195,1000IBD00474,1000IBD00016,1000IBD00296,1000IBD00068,1000IBD00626,1000IBD00469,1000IBD00072,1000IBD00032,1000IBD00583,1000IBD00442,1000IBD00014,1000IBD00345,1000IBD00265,1000IBD00145,1000IBD00128,1000IBD01329,1000IBD00119,1000IBD00458,1000IBD00308,1000IBD00141,1000IBD00219,1000IBD00156,1000IBD00633,1000IBD00098,1000IBD00604,1000IBD00054,1000IBD00621,1000IBD00703,1000IBD00112,1000IBD00329,1000IBD00006,1000IBD00569,1000IBD00421,1000IBD00655,1000IBD00410,1000IBD00295,1000IBD00188,1000IBD00492,1000IBD00386,1000IBD00416,1000IBD00077,1000IBD00644,1000IBD00630,1000IBD00069,1000IBD00649,1000IBD00681,1000IBD00567,1000IBD00663,1000IBD00566,1000IBD00334,1000IBD00044,1000IBD00039,1000IBD00505,1000IBD00688,1000IBD00686,1000IBD00293,1000IBD00512,1000IBD00367,1000IBD00363,1000IBD00643,1000IBD00040,1000IBD00229,1000IBD00066,1000IBD00187,1000IBD00100,1000IBD00571,1000IBD00043,1000IBD00401,1000IBD00580,1000IBD00692,1000IBD00535,1000IBD00679,1000IBD00485,1000IBD00695,1000IBD00301,1000IBD00669,1000IBD00596,1000IBD00205,1000IBD00684,1000IBD00041,1000IBD00390,1000IBD00690,1000IBD00360,1000IBD00637,1000IBD00486,1000IBD00559,1000IBD00248,1000IBD00605,1000IBD00448,1000IBD00228,1000IBD00713,1000IBD00123,1000IBD00042,1000IBD00035,1000IBD00108,1000IBD00398,1000IBD00109,1000IBD00277,1000IBD00086,1000IBD00477,1000IBD00331,1000IBD00155,1000IBD00332,1000IBD00028,1000IBD00581,1000IBD00309
c__Erysipelotrichia,1.4073,2.11895,0.9842,0.07808,0.02903,1.14265,2.56695,0,1.03034,0.12258,0,0.41752,2.5116,0.85732,1.2039,2.12412,1.86275,2.77886,0.80472,0.28414,3.3669,0.24125,0,0.18055,5.1038,0.31633,0.25506,0.1965,0.93791,0.65316,0.0965,0.60978,0.02177,4.62025,3.16178,0.65039,0.02013,1.34978,1.08766,1.31321,2.86316,0.64638,0.32944,1.69004,1.6637,0.97376,0.5038,0.22305,11.07439,3.05337,0,0.04969,0.5369,0.33551,0.27114,0.27685,0.3021,0.36204,1.96614,0.95918,1.56452,0.14602,2.34247,4.45799,0.39461,0.35605,1.73297,1.97285,3.22768,0.40679,0.82556,2.09755,0.08319,1.12453,0.64428,0.42351,0.70248,0.31353,0.28592,1.81753,0.25561,0.29978,0.82709,0.5698,5.82658,0.64137,0.12651,5.29708,0.65127,0.031,1.58166,0.10841,0.19927,2.60967,1.29378,2.41284,1.07463,0.9242,0.04632,0.18471,3.82472,1.08432,1.69649,0.18014,3.05966,0,0.58328,1.10684,0,1.43201,1.32129,5.16938,0.58598,7.62164,0.25279,1.93932,17.40553,0.59475,2.4889,1.05046,0.19016,4.87818,2.99145,0.22153,0.29833,0.09057,0.12162,0.35823,4.48738,3.46734,0.64781,1.86355,3.02475,0.86898,0,9.08221,0.46649,0.56452,0.42271,0.64636,0.77404,0.79257,0.29263,6.37518,1.3563,0.05931,0.60938,0.04951,0.00848,0.34727,1.10721,8.83988,1.25965,0.04257,1.21774,4.27573,0.88704,2.05442,0.14958,0.59076,0.57131,4.0591,0.23179,2.83398,0,4.46286,1.23722,0.06726,0.07023,3.38336,0.43212,3.48599,0.83152,0.0113,1.32073,0,1.38511,2.13491,1.57733,1.3107,0.25393,3.16931,3.85142,8.96598,0.63158,1.62912,0.38263,2.22883,1.2839,0.34488,0,0.19053,0.25053,6.27412,0.18003,0.7641,0.31123,0.2256,12.5432,1.41077,12.01024,0.85583,0.8445,0.54478,0,3.28557
c__Coriobacteriia,1.34414,2.28054,0.4883,3.18162,1.77321,3.96534,1.55776,3.38108,4.32706,0.23679,1.23828,9.35364,4.12696,1.28745,0.73798,1.60179,8.73966,2.06684,5.59959,7.02779,0.93535,10.06642,0,4.07068,3.55457,0,1.47699,2.18447,7.41445,1.13717,3.75086,4.66878,3.4986,0.28388,2.53361,1.62649,0.17524,1.66962,4.54206,2.68726,1.10571,11.03095,5.26255,2.63227,1.29799,0.70477,0.6309,1.46995,3.71639,6.80683,3.63081,4.71905,6.64616,2.0818,8.28165,1.45008,2.11399,0.48593,0.89605,0,3.07725,5.60205,0,0.01749,0,3.18737,8.94655,10.93229,3.2247,2.63413,0.67074,1.18273,0.21697,2.0121,2.19149,7.9162,2.58657,1.09214,5.54423,2.91374,2.22945,5.94638,2.55106,0.52344,7.70311,2.38672,4.24231,0.01638,3.0314,0.19318,0.01804,0.70302,2.11191,1.32227,1.93493,4.1203,5.3125,2.30759,0.85643,4.2545,5.4422,4.42943,2.15839,4.7827,4.30845,6.55665,4.31224,0.97748,0,2.93851,8.59392,5.11636,0.85887,0.24438,18.49282,3.27937,16.58305,8.17368,2.35167,3.5224,3.07777,0.69735,1.55604,3.42557,9.09336,8.61572,0.8898,5.49744,2.71937,3.08285,1.56654,18.14352,1.49826,2.6393,12.02432,3.48748,0.56287,4.01043,1.92699,4.89466,6.43573,6.25028,0.96823,2.70387,1.77439,2.25824,8.29778,4.17118,1.42016,5.17529,3.05044,3.30687,2.3828,1.187,3.29992,6.2796,0.57942,1.29104,5.03724,4.28946,2.32286,3.72106,2.7963,0.0168,0.42998,2.70792,1.60326,1.42713,6.33604,6.38538,0.28674,2.06347,0.97662,1.16151,1.90461,7.73162,6.1245,0,9.98843,1.8139,2.2452,2.43828,1.45443,8.32919,1.01246,5.21248,0.90016,7.72222,2.33107,11.50468,2.68079,3.83102,0.58824,0.01411,9.08665,6.33337,4.66165,2.18479,5.10329,11.72035,1.19742,0.03494,3.84278,1.30108,0,1.12957
c__Firmicutes_unclassified,0.51586,0,0.10801,0.25248,0,0.93022,0.01649,0,0,0,0,5.80642,0,3.07191,0,0.0123,0,0,0,0,0,0,0,0.17441,0,0,0,0.20137,0.53556,1.42709,0.60552,0.29768,0.13453,0.67692,0.02338,0.89248,0,0.4481,0.35124,0,0,0,0.09269,1.37883,0,0,4.05994,0,0.59955,0,0,0.05777,0.13518,0.27224,0,0.33953,0.01097,0,0,0,1.08726,0.06409,0,0,0,0,3.35071,0.1412,0,0.16371,0,1.50571,0,0.33189,0.7852,0,0.11098,0,0,0.00471,0,0,0.12503,0.05758,0.2631,0.74429,0.0663,0,0,0,0,0.86902,0,0.00317,1.7291,0,0.59895,0,0,0.11214,0.84754,0,0.13594,0.23061,1.706,0.52454,0,0.01409,0,0.96533,0,0,0,0,0.35318,0.03213,0,0,0.20756,1.08656,0.09912,0,0.22397,0,1.35164,0.15852,3.79,1.68581,0.28327,0.05563,0,0,0.31924,0,0,0,0,0.16338,0.39071,0.45255,0,0.22699,0,2.93753,0,0.77903,0.24607,0.07645,0,0.05065,0.07375,0,0,0.04989,0.33514,0.06181,0,0.01146,0,0,0.19305,0,0.92549,0,0,0,0.11286,0,1.10868,0.37332,0,0.05786,0,0,0,0,0.04767,0,0.0151,0,0.48838,0.42594,0.01015,0.02081,2.24383,0.30195,0.03922,0.37755,0,0.09135,2.78784,0.02416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__Alphaproteobacteria,0.46765,0,0.20912,0.01697,0,0,0.04468,0,0,0,0,0.00063,0,0.00333,0,0,0,0,0,0,0,0,0,0.11008,0.01379,0,0,0.00065,0,0.27475,0,0.17461,0,1.19723,0,1.30156,0,0.54269,0,0.08079,0,0,0,0,0,0,0.04504,0,0,0,0.6676,0.02609,0,0,0.00312,0.02877,0,0,0,0,0,0.51277,0,0,0.05744,0,0,0.00539,0,0.10191,0,0,0,0,0.07921,0,0.13744,0,0,0.87456,0,0.05559,0,0,0,0.22168,0,0,0.01054,0,0,0.06985,0,0,0,0,0.05174,0,0,0,0,0,0,0.00446,0.1175,0,0,0,0,0,0,1.5115,2.94604,0,0.15795,0.02664,0,0,0,0,0.19227,0.0176,0,0,0.22829,1.15423,0,0,0,0,0,0,0.01861,0,0,0,0,0.07322,0.03542,0.75722,0,0.02651,0,0,0,0,0.01766,0.0013,0,0,0.00324,0,0,0.57709,0.52138,0.01744,0,0,0,0,0.01895,0,0,0,1.18459,0.0472,0.86085,0,0,0,0,0.05136,0,0,0,0,0,0,0.04674,0.04815,0.14198,0.05545,1.64214,0.02598,0,0,0.0024,0,0,0,0.05282,0.43746,0,0,0,0.38011,0.37756,0,0,0,0,0,0.00943,0,0,0
c__CFGB1227,0.31163,0,0,0.021,0,0,0.05249,0,0,0,0,0.24207,0,0.10022,0,0,0,0,0,0,0,0,0,0.45453,0,0,0.02478,0.04732,0.62096,0.05957,0,0.09114,0,0,0,0,0,0.04771,0,0.00365,0,0.01803,0,0,0,0,0.15109,0,0,0.01133,0,0.21571,0,0,0,0.08646,0,0,0,0,0.00134,0.19025,0,0,0,0,0.16144,0.51986,0,0.07482,0,0,0,0,0.08674,0,0,0,0,0.00249,0,0,0.17698,0,0.05061,0.02243,0.06862,0,0,0,0,0,0,0,0.03087,0,0,0.00404,0,0.18896,0,0,0.26651,0.0265,0.44748,0,0,0,0,0.87062,0,0.06042,0,0,0.2473,0,0,0,0,0.16326,0,0,0,0,0.16994,0.17153,0.00082,0,0.07724,0,0,0,0,0,0,0,0,0.0202,0.01239,0.0129,0,0.10686,0,0,0,0.02784,0.1938,0.02312,0,0.07599,0.00135,0,0,0.16501,0.09607,0,0,0,0.05924,0,0.46654,0.01289,0,0,0,0.05393,0.01951,0,0.06575,0,0,0,0.57554,0,0,0,0.28296,0,1.00976,0,0,0,0,0.08173,0,0.14941,0,0,0,0,0.00257,0,0,0,0,0,0.35853,0,0,0.26211,0,0,0.06681,0,0,0
c__CFGB2107,0.29988,0,0,0,0,0,0,0,0,0,0,0,0,0.07004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.717,0,0.05394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0,0,0,0,0,0,0,0,0,0.23209,0,0,0,0,0,0,0.01086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19987,0,0,0,0,0,0,0,0,0,0,0.00774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__Betaproteobacteria,0.25809,0,0.46916,0.02608,0.66631,0.03282,0.5033,1.59551,0.09895,0.25945,0.98223,0.0507,0.54496,0.39512,0.06799,0.5978,0,0.23418,0.22762,0.02698,0.52405,0,0,0,0.74153,1.12138,0.71286,0.07892,0.03796,0.12635,0.15843,0.07757,0,0,2.371,0.25739,1.63371,0.00102,0,0.1928,0,0,0.39128,0.27143,0,0.23873,0.38345,0.31388,0.10025,0.02361,0.11437,0.11977,0,0.73898,0.23677,0.02844,0.37281,1.84382,0.42125,0,0.04826,0.43228,0.01744,0.03231,0,0.22604,1.82323,0.0264,0.1244,0.14659,0,0.67806,0,1.00044,0.35338,0.93854,0.68973,0,0.15948,0.18286,1.15576,0.30423,0.00226,0,0.02553,0.12719,0.11024,0.91228,0.6367,0.02732,0.07167,0,0,0.28455,0.01905,0.13386,0.23718,1.35299,0.21838,0.1866,0.29692,0,0.05668,0,0.00662,0.53988,0.17693,0.03154,3.33504,0.06688,0,0.15551,0,0,0.90047,0.05248,0,0.52645,0.21994,0.2094,0.01719,0.06386,1.29881,0,0.01526,0.18239,0,0.96322,0.30771,4.9659,0,1.91306,0.11175,0.85287,0,0,2.03754,0.02075,1.06372,0.06977,0.02622,0.1843,0,0,0,0.19497,0.43488,0.06783,0,1.20004,0.00841,0,0.51274,0.06855,0.42724,0.44798,0,0.89078,0,0.71394,0.00362,1.77672,0.12957,0,0,0.40846,1.17017,0.08203,0.05097,0,0,1.28588,0,0.22459,0.01675,0,0.38563,0,0.11651,0,0.79666,0.36307,0.03915,0.31592,0.02025,1.1145,0.46148,0.43442,1.39591,0.29104,0,0.51093,1.49722,0,0.71647,0.01913,0.06029,0,0.02773,0.17467,0.06344,0.33451,0.1426,0.39231,0,0.38091
c__Deltaproteobacteria,0.16992,0,0.00665,0.04292,0.03665,0.02297,0.31206,0,0.01394,0,0.5262,0,0.49866,0.04622,0,0,0,1.16813,0,0.09701,0.22951,0.00898,0,0.00948,0.11993,0.50273,0,0.2918,0.00417,0.05408,0.04837,0.12919,0,0,0.12615,0.06363,0,0.11703,0.36889,0.17128,0,0,0.42474,0.03462,0,0,0.08609,0,0.00173,0.25981,0,0.15231,0.02358,0,0,0,0.07624,0.14953,0,0,0.22625,0.04112,0,0,0,0,0.35674,0,0,0,0,0.11557,0,0.51808,0.05215,0.00631,0,0,0,0.21493,0,0.22283,0.00662,0,0.32624,0,0,0,0.77275,0.03479,0,0,0.30777,0,0,0,0,0.01581,0,0.0697,0.11336,0.00701,0,0,0.75831,0.41238,0,0,0,0.00485,0,0,0.75592,0,0,0.42971,0.00433,0.40471,0,0,0,0,0,0,0,0.03832,0.21759,0.36262,0.08834,0,2.40136,0,0,0,0,0,0,0.01327,0.06248,0.04346,0,0.09957,0,0,0,0,0.06525,0.02579,0.34123,0.17097,0,0,0,0.13914,0.03194,0.19322,0,0.11675,0,0,0,0,0,0,0.35937,0.44543,1.08175,0,0.0724,0,0,0,0,0,0.0117,0,0.11109,0,0.17143,0,0.10944,0.50364,0.13691,0.57035,0,0.0351,0,0.2403,0,0,0,0.09234,0.15027,0,0.90404,0.00252,0.0316,0.51433,0.01355,0.04322,0,0,0,0,0,0.18812
c__CFGB1011,0.09483,0,0,0.00689,0,0.04223,0.07873,0,0,0,0,0.04211,0,0,0,0,0,0,0,0,0,0,0,0,0.11981,0,0,0.01501,0.00622,0.0316,0.05714,0.01186,0,0,0,0,0,0.15415,0,0.06137,0,0.08735,0,0,0,0,0.03357,0,0.04389,0.03121,0,0.07367,0.02215,0,0,0.07466,0,0,0,0,0,0.04676,0,0,0,0,0.02912,0.04782,0.02711,0.03882,0,0.08517,0,0,0.01591,0,0,0,0,0.01829,0,0,0.01718,0.00414,0.056,0.02903,0.01109,0,0.01217,0,0,0.03008,0,0,0.02106,0,0,0.08506,0,0.21586,0.2048,0,0.02391,0,0.05389,0,0,0,0,0,0,0.29456,0,0,0.13586,0.01405,0,0,0.00455,0.04174,0.3585,0.00701,0,0,0.23424,0.02882,0.06991,0,0.02064,0,0,0,0.01961,0,0,0,0,0.04044,0.04205,0,0,0.03141,0,0,0,0.02591,0.06008,0.46684,0,0.00677,0.02496,0,0,0.02101,0.03615,0.0553,0,0.02352,0.05754,0,0.01598,0,0.00998,0,0,0.12264,0,0,0.02439,0.00308,0,0,0.00124,0,0,0,0.0638,0,0.06664,0,0.04143,0,0,0.22727,0,0.04713,0,0,0,0,0,0.00482,0,0,0,0,0.27079,0,0.03978,0.02271,0.03226,0,0.43809,0,0,0.03114
c__Bacilli,0.09067,1.10659,3.7625,0.14578,27.75227,0.97882,5.96626,0.28451,3.65203,8.45152,0.11721,0.06748,14.07995,0.95346,0.22567,6.37867,13.73875,0.02784,1.65087,0.10619,4.12189,2.53379,96.74303,4.52289,0.02795,0.29217,2.14243,4.57606,1.26622,0.81939,0.35866,0.45227,0.19044,4.78517,0.26988,1.01273,2.72162,9.82756,1.14194,4.23052,0.39849,8.58571,2.50578,2.56475,8.4975,0,0.13473,3.04455,0.13023,1.59381,1.74219,0.73223,5.8184,7.02467,1.80735,5.57616,3.48857,15.93804,5.23351,0.92366,5.73167,1.44235,4.69385,1.17821,0.6245,1.04768,3.62189,1.52087,0.47514,0.26678,1.04288,1.29212,6.00907,0.11757,0.76456,30.52123,4.16894,7.93079,2.03896,3.98664,0.04331,1.19361,6.549,8.94838,8.42057,2.45064,3.17124,2.16671,13.94031,37.38456,0.93661,0.61703,0.49476,0.5076,0.19145,0.94194,2.37662,4.83208,40.72254,0.51255,4.60627,9.45409,0.17321,6.40583,0.18696,1.52311,0.41576,0.08392,2.4753,0.08187,0.23953,0.37515,0.22583,0.26887,4.52202,3.62063,7.76335,4.14139,0.33469,4.15257,7.69372,4.54549,0.2224,0.93281,10.38292,4.84492,5.1431,0.57561,0.12771,0.2295,0.66583,1.70022,18.83165,6.12194,4.65942,29.68182,1.88014,6.47959,0.10659,4.16601,9.81197,14.75656,2.04613,0.04088,0.57765,1.5725,1.16249,0.57427,0.00811,0.66407,0.3168,0.70894,0.45173,0.58176,0.86293,0.45682,1.00912,0.41304,0.37997,0.11996,2.57694,0.06005,0.56106,0.4339,0.31499,3.5026,0.23628,61.22268,2.20282,0.88731,0.44715,15.2603,13.66566,42.67358,5.51988,0.09666,6.71511,0.39102,0.23316,16.1052,4.84502,1.10707,11.22972,0,9.70809,4.22279,0.26504,0.53741,3.45641,7.13068,1.85072,0.43204,0.05484,3.81763,2.40433,3.18001,0.38685,8.09408,1.8669,0.19887,1.43194,12.65246,3.81327,1.40623,85.53878,0.73591
c__CFGB8822,0.06755,0,0.14315,0,0,0,0,0,0,0,0,0,0.07134,0,0,0,0,0,0,0.92975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2232,0,0,0,0,0,0,0,0.10773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03431,0,0,0,0,0,0.00246,0,0,0,0.1663,0,0,0,0,0,0,0,0.02699,0,0,0,0,0.04594,0,0.06794,0,0,0,0,0,0,0.2364,0.11959,0.26153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30875,0,0.32077,0,0,0,0.00282,0,0,0,0,0,0.24878,0,0,0,0,0,0,0,0,0.1595,0,0,0,0.04002,0.02769,0,0,0.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03391,0,0.05136,0.33048,0,0.1065,0.08195,0,0.03111,0,4.56518,0.16508,0,0,0,0,0,0,0,0,0,0,0.14919
c__Synergistia,0.06393,0,0,0,0,0,0.15032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04571,0,0,0,0,0.25456,0,0,0.02133,0,0,0,0,0,1.22416,0,0,0,0,0,0,0,0,0.00594,0,0,0,0,0.00808,0,0,0,0,0,0,2.02439,0,0,0,0,0,0,0,0,0,0,0.02652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10952,0,0,0,0,0,0,0,0,0.44292,0.17661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0.05948,0,0,0,0,0.02285,0.00698,0,0.36623,0,0,0,0,0.00194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15596,0,0,0,0,0,0.0121,0,0.08573,0,0,0.08761,0.01299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03494,0,0.89275,0,0,0,0,0
c__CFGB1507,0.06088,0,0,0.01515,0,0,0,0,0.27438,0,0,0.0387,0,0.05865,0,0,0,0,0,0,0.01004,0.06782,0,0.00153,0,0.00272,0,0.03892,0,0,0.00412,0,0,0.04992,0.03277,0,0,0,0,0,0,0.2009,0,0,0,0,0.04638,0,0,0,0,0,0,0,0,0.08281,0,0,0,0,0,0.00504,0.47173,0,0,0,0,0,0,0,0,0,0,0,0.04282,0,0,0,0,0.0072,0,0.191,0,0,0,0,0,0,0.01915,0,0,0,0.4537,0,0,0,0,0,0,0,0.03418,0,0.01585,0,0,0,0,0,0,0,0,0.07309,0.06746,0,0,0,0,0.02539,0,0.0013,0.06036,0.0127,0,0,0,0,0,0,0.06008,0.06055,0,0,0.02277,0,0,0,0,0,0,0.34381,0.0763,0.023,0,0,0,0,0,0.03769,0,0.07747,0.0376,0,0,0,0,0,0,0,0,0,0.00621,0.10053,0.00785,0,0,0.02365,0.04302,0,0.00328,0.08429,0,0,0,0,0,0.00744,0,0,0.2322,0,0.0398,0,0.19065,0.08605,0,0.09919,0,0,0,0,0.00542,0.00716,0,0,0,0,0,0,0,0.02844,0.10705,0,0.06086,0,0,0
c__CFGB75922,0.044,0,0,0,0,0,0,0,0,0,0,0.00246,0,0.00234,0,0,0,0,0,0.03627,0.00174,0,0,0.01875,0,0,0.04178,0.01207,0.02633,0,0,0.00863,0.03724,0,0,0,0,0,0,0,0,0.03098,0,0,0,0,0,0,0,0,0,0.01788,0.00062,0,0,0,0,0,0,0,0,0.02829,0,0,0.2939,0,0.03528,0.06665,0.00441,0,0,0,0,0.01577,0.0027,0,0,0,0.00851,0.01441,0,0.0277,0,0.01242,0.02434,0.02207,0,0.22946,0,0,0,0,0,0,0,0.01082,0,0,0,0.05076,0,0,0.02731,0,0,0,0,0,0,0,0,0.13223,0,0,0.05634,0.01903,0,0,0,0,0.03135,0,0,0,0.02662,0.00935,0,0,0.01915,0,0,0,0,0,0,0,0,0,0.06116,0,0,0.08852,0,0,0,0.00613,0.00031,0.00707,0,0.00855,0.01553,0,0,0,0.03647,0,0,0.05322,0,0,0,0,0,0,0,0.00625,0.02187,0,0,0,0,0,0.04109,0,0,0,0.00738,0,0.16547,0,0.02091,0,0,0.01256,0.00352,0.07226,0,0,0.46484,0,0,0,0,0,0,0.00503,0.01662,0,0.00985,0.02058,0.00995,0,0.03258,0,0,0
c__Gammaproteobacteria,0.04344,0.28054,0.16616,0.04244,2.51457,0.2689,0.98102,0.11686,0.28187,0.53808,0.38172,0.02404,13.64578,0,1.10833,0.05378,0,3.25911,0.09615,0.06706,0.17518,0.39027,0.54791,0,0.19366,2.40646,0.01674,0.02409,0.08906,0.46706,1.03324,0.05072,0.04233,1.23946,0.10037,0,0.40729,1.7291,0.04515,0.05895,0.68958,0.11253,0.51468,0.23362,39.11031,0.8004,0.05241,0.01666,0.18751,0.97068,0.09774,0.41835,0,0.69399,1.08395,0.00178,0.0179,1.44734,0.09493,2.68935,0.03239,1.65808,13.04618,0.29549,0.04082,0.01754,0.69064,0.23998,0.14608,0,0.00669,0.45194,0.92576,0,0.06651,0.30433,0.2917,1.17944,0.04424,0.89497,7.2694,0.12047,0.04321,0.04553,0.2156,0,0.03944,0.89522,0.15692,0.0363,0.95952,0.00324,0.14763,0,0.24462,0.02702,0.11837,0.11066,0.2014,0.01364,0.14848,1.20272,0.11277,0.71099,0.15187,0.02822,0.00204,0.00068,12.47519,0.02284,0.69958,0.00738,0,0.94653,0.00549,2.68199,6.30201,0.02992,0,0.24975,0.46111,1.42098,0.2114,0,0.05962,0.00596,0.41981,0.03704,0.08452,0.08963,0.0784,0.2245,0.05509,0.16316,2.35866,6.8226,0.03563,0.24248,0.0384,0,0.07089,0.31884,0.49573,0.9482,0.21594,0.08497,0.1564,0.30065,0,0.12228,0,0.02873,0.23257,0.01858,0.15011,0.00525,2.44948,0.05843,0.06692,0.50667,0.15913,0.00486,0.02743,5.92322,0.69523,0,0,4.73075,0.16275,0.0663,0.97124,0.02291,0.01266,0.01363,0.25711,0.42863,0.01579,8.75289,0.17621,0.95295,0,0,0.18821,0.24483,0.20701,0.01936,0.17221,0.13881,0,0.01072,0.04739,0.04805,0.9057,1.12912,0.04188,0.39325,0.02722,0.17252,0.05079,0,4.53102,0.57921,4.41754,0.22782,0,0.26475
c__CFGB1292,0.03264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06492,0,0,0,0,0,0,0,0,0,0,0,0,0.01799,0,0,0,0,0,0,3.36487,0,0,0,0,0,0,0,0.77182,0,0,0,0,0,0,0,0,0.03259,0,0,0.00937,0,0,0.11511,0,0,0.00998,0,0,0,0,0,0,0,0.67013,0,0,0,0.08238,0.03704,0,0,0,0,0.96477,0.02108,0.13666,0.04233,0,0,0.35786,0,0,0,0,0,0,0,0,0.04026,0,0,0.00621,0,0,0,0,0,0.01339,0,0,0,0.66594,0,0.01991,0,0,0.021,0,0,0,0,0,0,0.14414,0,0,0,0,0,0.03912,0,0.00757,0.01804,0,0,0.03462,0.03005,0,0,0,0,0,0,0,0,0,0.00853,0,0,0.03198,0.01165,0,0,0,0,0,0.04611,0,0,0,0,0,0,0,0,0,0.00986,0,0,0,0.03698,0,0,0,0,0,0,0,0,0,0.00222,0,0,0,0,0.04053,0,0,0,0,0,0,0.0519,0,0,0,0,0.06679,0,0,0,0,0,0,0,0,0,0.07397,0,0
c__CFGB1249,0.03026,0,0,0.06508,0,0,0,0,0,0,0,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04267,0.26201,0.10076,0,0.23674,0.18721,0,0,0,0.04632,0,0.1479,0,0,0.00376,0.00856,0,0,0,0,0,0,0,0.11521,0,0.15411,0,0,0,0,0,0,0,0,0,0.16705,0,0,0,0,0,1.23341,0,0.0939,0,0,0,0,0,0,0,0,0,0.18458,0,0,0.02887,0.07557,0,0.0272,0.03127,0,0.00427,0,0,0.00105,0,0,0,0.01528,0.05503,0.01645,0,0.20307,0,0,0.13171,0.0758,0.06907,0,0,0,0,0.01483,0,0.01616,0,0,0.03025,0,0,0,0,0.04427,0,0.01135,0,0,0.21095,0.0509,0.0524,0.00735,0.00904,0,0,0,0,0,0,0,0,0,0.02353,0,0,0.48652,0,0.02899,0,0.0008,0.03634,0.00466,0,0,0,0,0,0.02192,0.08679,0,0,0.52111,0.10688,0.0216,0.57835,0.00637,0,0,0,0,0,0,0.3144,0,0,0,0.07728,0,0,0,0.05889,0,1.09912,0,0.06439,0,0,0.14539,0.10247,0,0,0,0.07647,0,0.00542,0.01219,0,0,0,0.05999,0.00989,0,0.0056,0.16809,1.19183,0,0,0,0,0.23818
