Abundance,SAMN00045227,SAMN00083009,SAMN00037274,SAMN00040800,SAMN00036649,SAMN00039351,SAMN00034694,SAMN00088343,SAMN00041005,SAMN00037971,SAMN00042702,SAMN00036351,SAMN00032571,SAMN00068173,SAMN00081451,SAMN00038321,SAMN00070934,SAMN00038409,SAMN00043931,SAMN00045483,SAMN00038172,SAMN00032739,SAMN00043289,SAMN00032521,SAMN00037735,SAMN00087897,SAMN00067053,SAMN00041128,SAMN00084528,SAMN00070004,SAMN00037108,SAMN00067023,SAMN00040903,SAMN00043166,SAMN00045293,SAMN00065013,SAMN00039645,SAMN00038465,SAMN00038525,SAMN00077726,SAMN00036435,SAMN00044744,SAMN00045350,SAMN00044394,SAMN00038651,SAMN00041546,SAMN00039569,SAMN00068879,SAMN00071040,SAMN00074599,SAMN00070761,SAMN00069721,SAMN00037236,SAMN00032966,SAMN00040035,SAMN00070431,SAMN00077487,SAMN00040286,SAMN00045047,SAMN00038207,SAMN00041451,SAMN00034376,SAMN00085565,SAMN00033491,SAMN00043355,SAMN00045189,SAMN00034905,SAMN00042087,SAMN00039874,SAMN00032708,SAMN00038919,SAMN00040248,SAMN00037553,SAMN00040599,SAMN00045132,SAMN00069968,SAMN00037178,SAMN00035018,SAMN00036283,SAMN00036482,SAMN00036408,SAMN00037000,SAMN00032498,SAMN00032842,SAMN00036796,SAMN00073223,SAMN00063010,SAMN00045843,SAMN00076528,SAMN00037713,SAMN00044564,SAMN00037072,SAMN00035831,SAMN00034433,SAMN00038739,SAMN00035453,SAMN00072706,SAMN00076268,SAMN00032889,SAMN00074965,SAMN00035677,SAMN00072036,SAMN00083300,SAMN00034120,SAMN00037485,SAMN00032676,SAMN00041186,SAMN00035505,SAMN00078779,SAMN00069909,SAMN00033023,SAMN00039531,SAMN00073407,SAMN00036587,SAMN00035169,SAMN00035531,SAMN00043827,SAMN00037803,SAMN00039793,SAMN00073344,SAMN00040819,SAMN00065722,SAMN00083581,SAMN00039039,SAMN00070308,SAMN00034739,SAMN00063420,SAMN00062293,SAMN00036197,SAMN00069173,SAMN00037313,SAMN00063710,SAMN00044801,SAMN00036881,SAMN00040615,SAMN00062637,SAMN00040202,SAMN00040379,SAMN00037421,SAMN00040485
c__CFGB1507,0.09322,0.07068,0.00116,0.01427,0.0105,0,0.11491,0.03517,0.07414,0.00632,0.09638,0.08553,0.0208,0.05458,0.00556,0.02067,0.03615,0.0089,0.01232,0.01576,0.00805,0.01298,0.03564,0.1318,0.34943,0.10951,0.01059,0,0.00326,0.09711,0.02153,0.0024,0.03329,0.00537,0.01557,0,0.0476,0.00155,0.08448,0.02005,0.14311,0.01907,0.0668,0,0.02606,0.00931,0.00902,0.01379,0.02777,0.07403,0.02176,0.06765,0.00316,0,0.00572,0.03818,0.0289,0.01338,0,0.05927,0.04282,0.01072,0,0.05766,0.04362,0.12211,0.03859,0.05936,0.11633,0.02378,0.00375,0.00284,0,0.04325,0.05151,0.01538,0.01479,0.00486,0.08046,0,0.02997,0.04954,0.09043,0.05861,0,0.30016,0.02777,0.00417,0.01671,0.4658,0.10142,0.06252,0.01339,0,0.0095,0.01796,0.04533,0.02334,0.00825,0.09959,0.07898,0,0.06504,0,0.05331,0.00754,0.00174,0.57354,0.04109,0.04463,0.1543,0.05077,0.01576,0.06006,0.03289,0.0167,0.00549,0,0.0323,0.11293,0.04143,0,0.06004,0.00092,0,0,0.10333,0,0,0.00376,0.02368,0,0,0.07153,0.00175,0.06027,0.02046,0.00954,0,0.00884
c__CFGB76352,0.08687,0,0.057,0.48441,0,0,0,0,0.01104,0,0.04733,0,0,0,0,0,0,0,0,0,0,0,1.33138,0.00327,0,0,0.00114,0,0,0,0,0.75043,0,0.00661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27736,0,0,0,0,0,0,0,4.46122,0.8455,0,0,0,0,0,0,0,1.2745,0,0,0,0,0,0,0,0.08308,0.08788,0,0,0,0,0.00226,0,0,0,0,0,0,0,0,0,0,0.00251,0,0,0,0,0,0,0.01544,0,0,0,0,0,0.0016,0,0,0,6.02613,0,0,0.05567,0,0,0,0,0,0,0,0,0.01452,0,0,0.84774,0,0,0.22841,0,0.00014,0,0,0.0129,0,0
c__Erysipelotrichia,0.08551,0.18,0.02719,0.37954,0.99486,0.00206,0.16825,0.05986,0.106,0.12386,0.01569,0.27466,2.07035,0.2203,2.51906,0.22999,0.10995,0.17609,0.32497,0.01855,0.0227,0.07236,0.15243,0.02836,0.32227,0.16457,0.18349,0.48649,0.05708,0.10928,0.03531,0.12793,0.05601,0.03471,0.37464,0.02886,0.15246,0.19855,0.02826,0.69003,1.55392,0.21311,0.12123,0.02513,0.08434,0.13443,0.02576,0.00284,0.39756,0.13021,0.03891,0.75467,0.04433,0.26893,0.06379,0.48033,0.26301,1.0167,0.0125,0.08563,0.44323,0.1059,0.1314,0.35317,0.1728,0.12702,0.1978,0.05077,0.27948,0.15182,0.09171,0.06594,0.09767,0.12962,0.07124,0.24828,1.25992,0.1874,0.25315,0.36718,0.09905,0.14371,0.49189,0.31819,1.01179,0.03895,3.25277,0.00904,0.07031,0.59507,0.21218,0.66081,0.55246,0.01845,1.18407,0.09679,0.25933,4.43405,0,0.20734,0.25657,0.11278,0.20267,0.02319,0.40987,0.05417,0.02359,0.71288,0.12902,0.07383,0.49418,0.37429,0.12662,0.04655,0.62233,0.61679,0.1521,0.00343,0.19609,1.5823,2.56405,0.00916,0.1181,0.03635,0.06903,0.04887,0.14366,0.51196,0.09832,0.1343,0.79697,0.11011,0.00767,0.94897,1.3432,0.31854,0.03686,0.93715,0.09773,0.25437
c__CFGB1311,0.07921,0,0,0.02672,0.06087,0,0.00911,0,0,0,0,0,0.00275,0,0,0,0,0,0,0,0,0.04801,0.09489,0,0,0,0,0,0.05307,0,0,0.02092,0.09601,0,0,0.01697,0,0,0,0,0,0,0.02663,0,0,0,0.00318,0.1499,0.05613,0,0,0,0,0.23842,0,0,0,0.02927,0,0,0.03483,0,0,0.01372,0.00248,0,0,0,0,0,0,0,0.00607,0,0,0,0,0,0,0,0,0.0315,0,0.10668,0,0,0,0,0,0,0,0,0,0,0,0.03669,0.00576,0.01596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26239,0,0.00748,0,0,0,0,0,0,0.01127,0,0,0,0,0.06282,0.02253,0,0,0,0.05559,0,0,0,0.26193,0,0
c__CFGB3012,0.0703,0,0,0,0,0.01297,0,0,0.11203,0,0,0,0,0,0.35367,0,0,0,0,0,0.07878,0,0,0,0,0,0,0,0.01968,0,0,0,0,0,0,0,0,0,0,0,0.13754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506,0,0,0.07247,0,0,0,0,0.03233,0,0,0,0,0,0,0.0071,0,0.01395,0.13167,0.102,0,0,0,0,0.03879,0,0,0,0,0,0,0,0,0,0.04641,0,0,0,0,1.12808,0.15896,0,0.63281,0,0.15353,0,0,0.13837,0,0,0,0.27401,0,0,0.05989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB2983,0.06677,0,0,0.00446,0.00175,0,0.00906,0,0,0,0,0,0.00336,0,0,0,0,0,0,0.01697,0,0.00971,0.011,0,0,0,0,0,0,0,0,0,0.13307,0,0,0,0,0,0,0,0,0,0.00825,0,0,0.01378,0,0.00419,0,0,0,0,0,0,0,0,0,7e-05,0,0,0,0,0,0.04914,0,0,0.00523,0.00936,0,0.00027,0,0,0,0,0,0.00072,0,0,0,0,0,0,0,0.01761,0,0,0,0,0,0,0,0,0,0,0,0.23104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__Alphaproteobacteria,0.06282,0.01082,0.02263,0.05401,0.00389,0.08023,0.11867,0,0.48857,0,0.00355,0.03466,0.04641,3.47592,0.0142,0.09158,0.04303,0.08264,0,0.01077,0,0.00754,0.31145,0.00438,0.02582,0.5463,0.04571,0.0172,0.04994,0,0.0939,0.4719,0.01288,0,0.01424,0.0067,0.08227,0.03351,0.03225,0,0.09628,0.00363,0.04714,0.0086,0.18277,0.00592,0.26301,0.00172,0.44269,0,0.04069,0.00203,0,0.00234,0.92053,3.38101,0.0018,0.0108,0,0.00458,0.83719,0,0,0.21617,0.07589,0,0,4.50994,0.00481,0.00086,0.0037,0,0.09888,0.0964,0.01372,0.11861,0.45531,0.20457,4.44706,0,1.63603,0.09931,6.89768,0.03323,0.03872,0.29557,0,0,0,0.00806,0,0.12111,0.01303,0,0,0.03626,0.00179,0.20828,0.02285,0,0.61261,0.0018,0.11275,0,0,0.00691,0.17203,0.23899,0.01409,0,0.04295,0.04828,0.04723,0.05067,0.00833,0.0547,0.04757,0,0,0,0.01258,0,0.18056,2.88828,0.01658,0,0.08575,0,0.02528,0.64051,0.53866,0.10312,0.95132,0.04715,0.00412,0,0.11071,0.02608,0,0.00119
c__CFGB1262,0.02984,0.06008,0,0.12413,0.02294,0,0,0.00992,0,0,0,0.06722,0.07379,0,0,0,0,0,0,0.04197,0,0.06802,0,0,0,0,0,0,0.02191,0.04561,0,0,0.06703,0,0,0.00368,0,0,0,0,0,0.00887,0,0,0,0.01703,0.00024,0,0.01187,0,0,0,0,0.00328,0.04404,0,0,0.02503,0,0,0.07802,0,0,0,0,0,0.12634,0.04485,0,0.01387,0,0,0,0,0.02211,0.05136,0,0,0,0,0.03359,0,0,0.0402,0,0,0,0,0,0,0,0,0,0,0,0.08625,0.0203,0,0,0,0,0,0.02881,0,0,0,0.0199,0,0,0,0,0,0,0,0.01208,0,0.0051,0,0,0.03123,0,0,0,0.04972,0,0.00309,0.04718,0,0,0,0.01061,0,0,0.03687,0,0,0,0.04373,0.0294,0
c__CFGB1249,0.02409,0.00078,0,0,0.00103,0,0,0,0,0,0,0.00098,0,0,0,0,0,0,0,0,0,0,0.01927,0,0.00665,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216,0.00013,0,0,0,0,0,0,0,0,0,0,0.00122,0,0,0.00553,0,0,0.17043,0,0,0.01256,0.02888,0.0069,0,0,0,0,0,0,0,0,0,0,0.00048,0,0,0,0.00466,0.00458,0,0,0,0.00191,0.00308,0,0,0,0,0.05255,0,0,0,0,0,0,0,0,0,0,0.02021,0,0.0182,0,0,0.00463,0,0,0,0,0,0,0,0.00612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB45507,0.01693,0.00557,0,0,0,0,0,0,0,0,0,0.00729,0.0012,0,0,0,0,0.00163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199,0.00368,0.0004,0,0,0,0.00054,0,0,0.00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198,0,0,0,0,0,0,0,0,0.00627,0,0,0.02952,0,0.00285,0,0,0,0.0012,0,0,0,0,0.00131,0,0,0,0,0,0,0.00104,0.00917,0,0.00589,0,0,0,0,0,0,0,0,0,0,0,0.00541,0,0,0,0,0.00473,0,0,0,0,0,0,0.00633,0,0,0,0,0,0,0,0,0,0,0.00077,0,0
c__CFGB1211,0.01352,0.01245,0,0.05625,0,0,0.06928,0.08544,0,0,0.21036,0.035,0.09518,0,0,0,0,0.00604,0,0.02016,0,0.09526,0.00385,0.24321,0,0,0.02987,0,0.04119,0.02513,0,0.15183,0,0.09847,0,0,0,0,0,0,0,0.05796,0.01099,0,0,0.02106,0.12814,0.0119,0.02544,0,0,0,0,0.0443,0.08692,0,0,0,0,0,0,0,0,0.02156,0,0,0,0.07639,0,0.04951,0.09468,0,0.13073,0,0,0.03567,0,0.00079,0,0,0,0.04009,0.06395,0.04525,0.0741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00086,0.03426,0.15844,0,0,0.01506,0,0,0,0.07816,0,0.07649,0,0,0.03026,0,0,0,0,0,0.06294,0,0,0,0.15679,0,0.01074,0,0.10287,0,0,0,0.04625,0,0
c__CFGB1292,0.01289,0,0.00652,0.00491,0.00679,0,0.05371,0,0,0.00381,0,0,0.11642,0,0,0,0,0.04117,0,0.00103,0,0.02464,0.02715,0,0,0,0,0,0,0,0,0.41756,0.02119,0,0,0.01476,0,0,0.00154,0,0,0.08749,0.09732,0,0.01003,0,0.00664,0.08493,0,0,0,0,0,0.01431,0,0,0,0.00921,0,0.04392,0,0.00393,0,0.19325,0.1236,0.00245,0,0,0,0.09077,0,0,0.08855,0.02643,0,0.02274,0,0.02569,0.12292,0,0.01337,0,0,0.08708,0.00532,0,0,0,0,0,0,0,0,0,0,0.0962,0,0,0,0,0.11698,0.04649,0,0,0,0.00616,0.02992,0,0.08757,0,0,0.00945,0,0,0,0,0.0317,0,0,0,0.01627,0,0,0.05471,0,0,0.05067,0,0,0.40411,0,0.01513,0,0,0,0,0,0,0,0
c__CFGB3043,0.01153,0,0,0,0,0,0,0,0,0,0,0,0.01142,0,0,0,0,0,0,0,0,0,0.08217,0,0,0,0,0,0,0,0,0,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB2918,0.01071,0.10788,0,0,0,0,0.0675,0.00253,0,0,0,0.08766,0.00634,0,0,0.00027,0,0,0,0.19114,0,2.81268,0,0,0,0.03608,0,0.00709,0,0.01474,0,0,0.07,0.05268,0,0,0.00805,0,0,0,0,0.00234,0.03457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376,0,0,0,0,0,0,0,0,0,0,0.08298,0.00091,0.04888,0.00558,0,0,0,0,0,0,0,0,0.15067,0,0,0.31416,0,0,0,0,0,0,0.32519,0,0,0.04807,0,0,0,0,0.09598,0,0.0021,0,0.13884,0,0.00448,0,0,0,0,0,0,0,0,0,0.17163,0,0,0,0,0,0,0,0,0,0,0.00673,0,0
c__CFGB3069,0.00991,0.0155,0,0.05688,0.05156,0,0,0,0,0,0,0.01397,0.00112,0,0,0,0,0,0,0.00076,0,0.01384,0.02035,0,0,0,0,0,0.02798,0.00421,0,0,0.11744,0,0,0,0,0,0.02618,0,0,0.00663,0.00313,0,0,0.24076,0,0.00789,0,0,0,0,0.00568,0.01073,0,0,0,0.13337,0,0,0.01111,0,0,0.15885,0,0,0.14514,0.02804,0,0.00364,0,0,0,0,0.00082,0.00664,0,0,0,0,0,0.00072,0.03808,0.00452,0,0,0,0,0,0,0,0,0.01107,0,0.01873,0.06601,0.00477,0,0,0,0,0,0.24662,0,0,0.02633,0.00035,0.06081,0,0,0.08004,0,0,0,0.00172,0,0.00273,0,0,0.00221,0,0,0,0,0,0,0.01894,0,0.75457,0,0,0,0,0,0,0.04682,0,0.01264,0.03057,0
c__CFGB3529,0.00758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182,0,0,0,0,0,0.02781,0,0,0,0,0.00096,0,0,0,0,0,0,0,0,0,0,0,0.00131,0.00261,0,0,0,0.01481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB76388,0.00573,0.01415,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197,0,0,0,0,0,0,0,0,0,0.14605,0,0,0.00178,0,0,0,0,0.0079,0.04537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01308,0,0,0,0,0,0,0,0,0,0,0,0.00191,0.01558,0,0,0,0.01036,0,0,0,0,0,0.03666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465,0,0,0,0.00796,0,0
c__Actinomycetia,0.00284,0.07635,0.00026,0.03352,0.86729,0.18807,0.17637,0.11128,0.08954,0.20064,0,0.46753,3.30033,0.20855,0,3.22791,0.12854,0.04363,0.01977,0.00047,0.0695,0.05234,1.26467,0,2.79218,0.03686,0,0.14591,0.0081,0.06533,0.17249,0.4204,0.00186,0.55376,0.26599,0.0438,0.08751,0.10106,0,0.32835,0.0652,0.21065,0.53055,0.05333,0.06456,1.76687,1.14307,0.00602,0.38296,0.00465,0.11158,0.1501,0.03992,0.09044,0.02642,0.93304,0,0.72712,0.02998,0.015,0.84525,0.21049,0.10977,0.22006,0.07043,0.09311,0.01151,0.81336,0.75964,0.04899,0.06012,0.2228,0.00626,1.63911,0.00645,0.29151,0,0.00744,0.04516,0.03354,0.00384,0.00614,4.42646,0,0.62613,0.14578,0.00104,0.01799,0.07911,1.14151,0.11713,0.04497,0.02475,0.09907,0.30263,0.00815,0.56555,0,0.03392,0.02309,0.03441,0.01998,0.33203,0.07882,0.01988,0.24465,0.30013,0.01742,0.15396,0.08694,0.00446,0.38563,0.03636,0.01226,0.17589,0.0786,5.69008,0.03904,0.04372,0,0.09223,0.07597,0.01599,0.01143,0.00157,0.02013,0.00249,0,0.20218,0.64394,0,0.53395,0.02364,0.22505,0,0.04307,0.10966,0.10037,0,0
c__Deltaproteobacteria,0.00252,0.07179,0.01025,0.11561,0.83103,0.03528,0.0137,0.02037,0.00575,0.01434,0.02394,0.09569,0.05446,0.07174,0,0.13553,0.18016,0,0,0.02398,0.02365,0.00951,0.34668,0.03473,0.00331,0.00252,0.00241,0.26566,0.00687,0.03021,0.00993,0.00724,0.35886,0.02815,0.16152,0.02285,0.41289,0.32789,0.38477,0.06414,0.02301,0.18592,0.12296,0.00216,0.18443,0.00765,0.07259,0.03187,0.07922,0.00402,0.10185,0.10685,0.05321,0.22958,0.06414,1.1531,0.27729,0.69489,0,0.10684,0.03164,0.01542,0,0.17586,0.15126,0.00454,0.04548,0.09306,0.03114,0.08523,0.01061,0.34159,0,0.06292,0.09293,0.12897,0.11453,0.04821,0.92885,0.8108,0.0713,0.08755,1.62857,0.01998,0.15246,0.0309,0.00375,0.02687,0.10691,0.00023,0.0388,0.06802,0.00776,0,0.09302,0.32735,0.28683,0.00051,0,1.05642,0.72413,0.38826,0.20926,0,0.09772,0.09305,0.00173,0.51989,0.02692,0.34712,0.02005,2.78278,0.1069,0.02235,0.07986,0,0.04332,0,0.08104,0.07339,0.06662,0.04453,0.01917,0.07027,0.11784,0.00148,0.36802,0,0.01538,0.00443,11.91057,0.02109,0.00258,0.23952,0.01344,0.33859,0.01406,0.06907,0.2235,0.00964
c__CFGB76783,0.00134,0.13277,0,0.01018,0.13689,0,0.03743,0.1183,0,0,0.23037,0.77269,0.01963,0,0.17821,0,0.15942,0.06079,0,0.08932,0.08273,0.15245,0.22087,0.04152,0,0.0268,0.00488,0,0.16351,0.03661,0.02472,0.10188,0.07494,0,0.01311,0,0,0,0.00602,0,0,0,0.06929,0,0,0.00537,0.2117,0.08081,0.001,0,0.33834,0,0.04161,0.02307,0.01095,0.06058,0,0.19407,0,0,0.01731,0,0,0.52389,0,0,0,0,0.0118,0,0,0.05068,0.04647,0,0,0.03406,0.15542,0,0,0,0,0.11664,0.0574,0,0.32799,0.10287,0,0.10599,0.363,0,0,0,0.77034,0,0.18017,0.16091,0,0.01623,0,0,0,0,0.30517,0,0,0,0,0.14775,0,0,0,0,0.01605,0,0,0,0.02237,0,0.10124,0.00505,0.59522,0.52556,0,0,0,0.02372,0,0,0.50419,0.06357,0,0.01554,0,0.01471,0,1.44632,0.04098,0,0,0
c__CFGB76101,0.0013,0,0.00844,0,0,0,0.01645,0,0,0,0.0191,0,0,0,0.06243,0,0.04667,0,0,0,0.00202,0,0,0.01545,0,0,0,0,0.03692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143,0,0,0.04108,0,0,0,0,0,0.00374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02307,0,0.01089,0,0.00661,0,0,0,0,0,0.01591,0,0,0,0.00135,0,0,0,0,0.03019,0,0,0,0,0,0,0.00735,0,0,0.38371,0,0,0,0,0.08124,0,0,0,0.02561,0,0.03536,0,0,0,0,0,0,0,0,0.01421,0,0,0,0,0,0.03699,0,0,0,0,0,0,0,0,0,0,0
c__CFGB9718,0.0009,0,0,0,0.0069,0,0.00035,0.00167,0,0,0,0,0.00042,0,0,0.00821,0,0,0,0,0.00571,0,0,0.00162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01826,0,0,0.00136,0.01271,0,0,0,0,0.00122,0,0,0,0,0,0,0,0.01703,0,0.00721,0,0,0,0,0,0,0,0,0,0,0,0.00033,0,0,0,0,0,0.00713,0,0,0,0,0,0.02313,0,0.009,0.00238,0,0,0.00114,0,0,0,0.00864,0.00096,0,0,0.00954,0.01714,0,0,0,0,0,0,0,0,0.00022,0,0,0,0,0,0,0,0,0,0,0.00424,0,0,0,0,0,0,0,0,0,0,0.09015,0,0,0.00321,0,0,0,0.00845,0,0,0.01081,0,0
c__CFGB2880,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01536,0.00621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB593,0.00078,0,0,0,0.00224,0,0,0.00054,0,0.00864,0,0,0,0,0.00112,0,0,0,0,0,0.00039,0,0,5e-05,0,0,0,0.00732,0,0.00063,0,0,0,0.0001,0,0.00036,0,0,0,0,0,0,0.00048,0,0,0,0,0,0,0,0.00021,0,0,0.00042,0,0,0,0.00127,0,0,0.00047,0,0,0,0,0,0.00046,0,0,0,0.00265,0,0,0,0.00147,0,0,0.00281,0,0,0,0.00052,0.00125,0.00079,0,0,0,0,0.00113,0,0,0,0,0,0.00063,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0.00055,0,0.00127,0,0.00094,0,0,0,0,0,0.00052,0,0,0.00963,0,0.00053,0,0.00014,0,0,0,0,0,0,0,0,0.0002,0,0,0.00012,0,0
c__CFGB76294,0.00078,0,0,0,0.00097,0,0,0,0,0.00236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059,0,0,0,0,0,0,0,0,0.00052,0,0,0,0.0011,0,0,0,0.00055,0,0,0.00206,0,0,0,0,0,0.00057,0,0,0,0,0.00131,0,0,0,0,0,0.00019,0,0,0,0,0,0,0,0,0,0,0,0.00098,0,0,0,0,0,0.00071,0,0,0,0,0,0.00028,0,0,0.00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB2985,0.0004,0,0,0,0.00422,0,0,0.00972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0,0,0,0,0,0,0,0.02454,0,0,0.01993,0,0,0,0,0,0,0,0,0,0,0,0,0.1186,0,0,0,0,0,0,0,0,0,0,0,0.00343,0,0,0,0,0,0.00081,0,0,0.06279,0.00949,0,0,0,0,0,0,0,1.03061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14392,0,0,0,0,0,0,0,0,0,0,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB1814,0.0001,0,0,0,0.00426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298,0,0.00126,0.0013,0.02647,0,0,0,0.01038,0,0,0,0.00166,0.00212,0.00579,0,0,0.01358,0,0,0,0,0,0.00053,0,0,0.00093,0,0,0.00949,0,0,0.00024,0,0,0,0,0,0,0,0,0,0,0,0.00207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00724,0,0,0,0,0,0,0,0,0,0.00292,0,0,0,0,0,0,0,0,0.00094,0,0,0,0,0.00804,0,0,0,0,0,0,0,0,0,0,0,0.00083,0,0,0,0,0.00057,0.00365,0,0
o__Bacteroidales,75.36388,19.57891,93.08766,36.37782,40.14129,96.9212,33.61352,74.7778,87.44691,90.7647,71.51381,15.68051,28.6614,59.0812,80.64138,72.02718,63.85686,75.06135,83.10625,50.24522,75.75339,15.42912,51.37061,62.23162,6.52849,81.53843,84.30105,78.89945,53.4442,65.88863,91.87615,51.12208,67.96186,53.47886,75.50574,85.42715,55.99134,94.70536,77.44268,82.48633,29.39752,68.06935,29.15066,93.87498,87.47731,38.55258,53.16792,56.36278,51.79088,89.82917,56.06812,81.76563,83.79222,70.40608,74.70386,26.8786,83.59905,38.15314,83.76576,62.38667,55.6877,85.08874,64.5082,36.25279,72.60314,90.83605,53.77328,45.46465,55.50089,68.55189,79.26117,79.1151,22.78976,80.80458,26.24502,30.21455,85.08813,92.42525,36.22795,68.24686,82.8196,34.51525,53.94319,82.68979,55.12581,73.86031,84.60585,87.08549,76.6676,7.01861,82.58167,48.59897,74.0152,94.42192,61.18022,41.90806,52.36315,78.0317,87.90175,54.01095,41.44147,69.36106,43.28034,91.90769,91.16006,57.97964,75.28422,40.16594,90.00626,91.04658,53.7637,80.30545,77.19311,97.00118,8.57799,56.45506,49.45077,2.78084,87.05175,66.03662,67.96789,87.83665,91.32876,76.76062,88.95568,87.36859,71.74415,82.52872,14.86191,50.23267,31.00022,79.74621,94.15742,50.47341,77.99089,14.55767,90.1517,51.71947,52.31108,87.22268
