Abundance,1000IBD00384,1000IBD00593,1000IBD00198,1000IBD00476,1000IBD00087,1000IBD00560,1000IBD00590,1000IBD00197,1000IBD00700,1000IBD00667,1000IBD00438,1000IBD00230,1000IBD00715,1000IBD00708,1000IBD00236,1000IBD00322,1000IBD00048,1000IBD00216,1000IBD00698,1000IBD00597,1000IBD00720,1000IBD00076,1000IBD00232,1000IBD00662,1000IBD00361,1000IBD00672,1000IBD00074,1000IBD00084,1000IBD00611,1000IBD00612,1000IBD00174,1000IBD00154,1000IBD00249,1000IBD00157,1000IBD00349,1000IBD00250,1000IBD00588,1000IBD00149,1000IBD00371,1000IBD00705,1000IBD00394,1000IBD00001,1000IBD00480,1000IBD00313,1000IBD00691,1000IBD00037,1000IBD00025,1000IBD00393,1000IBD00497,1000IBD00088,1000IBD00137,1000IBD00177,1000IBD01330,1000IBD00487,1000IBD00004,1000IBD00531,1000IBD00208,1000IBD00976,1000IBD00375,1000IBD00134,1000IBD00628,1000IBD00453,1000IBD00327,1000IBD00193,1000IBD00675,1000IBD00358,1000IBD00511,1000IBD01011,1000IBD00467,1000IBD00370,1000IBD00683,1000IBD00078,1000IBD00470,1000IBD00529,1000IBD00172,1000IBD00546,1000IBD00490,1000IBD00235,1000IBD00171,1000IBD00450,1000IBD00196,1000IBD00586,1000IBD00252,1000IBD00710,1000IBD00365,1000IBD00616,1000IBD00579,1000IBD00067,1000IBD00673,1000IBD00184,1000IBD00167,1000IBD00237,1000IBD00389,1000IBD00049,1000IBD00031,1000IBD00266,1000IBD00541,1000IBD00427,1000IBD00426,1000IBD00653,1000IBD00539,1000IBD00403,1000IBD00239,1000IBD00722,1000IBD00058,1000IBD00428,1000IBD00502,1000IBD00639,1000IBD00095,1000IBD00606,1000IBD00206,1000IBD00341,1000IBD00379,1000IBD00347,1000IBD01328,1000IBD00146,1000IBD00640,1000IBD00431,1000IBD00444,1000IBD00412,1000IBD00526,1000IBD00475,1000IBD00122,1000IBD00099,1000IBD00433,1000IBD00693
g__Candidatus_Howiella,,0.01571,0,0,0,0,0,0,0,0,0,0,0,0.02122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00498,0.03109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0.12812,0,0,0,0,0,0,0,0.20057,0,0,0.15957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13305,0,0,0.06934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3532,,0.01498,0.0253,0,0.0539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14547,0,0,0,0,0,0,0.00499,0,0.04428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03356,0,0
g__GGB3034,,0.01332,0.01,0.00791,0.03419,0,0.10989,0.04655,0.01486,0.00636,0,0,0.0048,0,0,0,0,0.01371,0.02767,0,0.02167,0,0,0.01647,0,0,0,0.06288,0.06369,0,0,0.03745,0.05237,0,0.00749,0.01128,0,0,0.04163,0,0,0,0,0.01442,1.03114,0.00366,0,0.15756,0,0,0,0,0,0,0.0021,0,0,0.0105,0.03263,0,0,0,0,0,0,0,0.01281,0.02256,0,0,0.02397,0,0.09053,0.01345,0,0,0,0.01223,0,0.09357,0.05155,0.1472,0,0.06285,0,0,0.01846,0.01202,0.01636,0,0.15952,0,0,0,0.02859,0.01343,0.08502,0.00475,0,0,0.17186,0,0,0,0,0.04024,0.00496,0,0,0,0,0,0,0.10815,0,0.00263,0.10881,0,0.02602,0.00848,0.00681,0.17232,0,0.13275,0,0
g__Candidatus_Pseudoscilispira,,0.01323,0,0,0,0,0,0.06595,0,0,0,0,0,0,0,0,0.02679,0,0,0,0,0,0,0,0,0,0,0.01471,0,0.04436,0,0,0,0,0.00466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069,0,0,0,0,0,0.06196,0,0,0,0,0.01057,0,0,0,0,0,0.02569,0,0,0,0,0,0,0,0,0,0,0,0,0.01659,0,0,0.00619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00887,0,0
g__Merdibacter,,0.01007,0.00309,0,0.00412,0,0,0.07473,0,0.02397,0,0,0,0.05854,0.00271,0,0,0.0388,0.01253,0,0,0,0,0,0,0,0,0.03874,0,0,0,0.00373,0,0.00287,0,0,0.01518,0.03508,0.0071,0.00755,0,0.01888,0,0,0,0.0272,0.00116,0,0,0,0,0,0,0,0,0,0,0.01036,0.04094,0,0,0,0,0,0,0,0,0,0,0,0.00149,0,0.00585,0,0.04124,0,0,0,0,0,0.033,1.06209,0.02832,0,0,0,0,0.00809,0,0.002,0.00518,0,0.01007,0.05033,0,0,0.12283,0,0.0037,0,0.02832,0,0,0,0,0,0,0,0.00142,0,0,0,0.0208,0.03479,0,0,0,0,0.01547,0,0.04055,0,0.00482,0.00496,0.00781,0.00393
g__GGB9719,,0.00767,0,0.02689,0.02358,0,0.64478,0,0.15604,0,0,0,0.02375,0.02672,0,0.11848,0.00057,0,0,0,0.17484,0.03253,0,0,0,0.0127,0,0.01071,0,0,0,0,0.14143,0,0,1.1352,0.12704,0,0,0,0.03132,0,0,0,0,0.15866,0,3.46788,0,0,0,0,0,0,0,0,0,0.01926,0.00062,0,0.1031,0,0,0,0.23134,0.00595,0,0.01896,0,0,0.03654,0,0.09615,0.00402,0,0,0,0,0,0.00603,0.00773,0.45829,0,0.39393,0,0,0,0,0,0,0.00241,0.0133,0.05285,0.1159,0.70549,0.00471,0.07712,0,0,0,0.44265,0.0196,0,0,0,0,0,0.01186,0.03019,0,0,0,0,0.28066,0,0,0,0,0,0.06206,0.02515,0,0,0.01241,0,0.00685
g__GGB2987,,0.00573,0,0,0.0443,0,0.07105,0.06281,0.04087,0,0,0.07734,0,0,0,0.04125,0,0,0.00464,0,0,0.01068,0,0,0,0,0,0,0,0,0.00586,0,0.05795,0,0,0.00355,0,0,0,0,0.05862,0.05389,0,0,0,0.06034,0.02285,0.1634,0,0,0,0,0,0,0,0,0,0.02261,0.0593,0,0.00674,0,0.00724,0,0.15419,0,0.00149,0.03073,0,0,0.03343,0,0.01711,0.0327,0.05789,0,0,0,0,0.02345,0.02396,0.02202,0,0,0,0.00604,0.09015,0,0,0.00475,0,0.10048,0.02165,0,0.03942,0.19224,0.01073,0,0,0,0.07126,0.00674,0,0,0,0,0,0.00637,0.05808,0,0,0,0,0.11891,0,0.02062,0.00605,0,0.01213,0.10296,0.04696,0.08809,0.00374,0,0.00441,0.007
g__Methylobacterium,,0.00257,0,0.01391,0,0,0.01353,0,0,0,0,0.01365,0,0,0,0,0.01169,0,0,0,0.04427,0,0,0,0,0,0.04419,0.06584,0,0,0,0.01146,0.29425,0,0.00286,0,0.00604,0,0,0,0,0.0387,0,0,0,0,0,0.02253,0,0,0,0,0,0,0,0.0089,0.00088,0.0647,0,0,0,0,0,0,0,0,0,0,0,0,0.02059,0,0,0.42124,0,0,0,0,0,0.00566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.00899,0,0.08982,0.00799,0,0,0,0,0.03475,0.0338,0,0,0.00455,0,0.01535,0,0.00744,0,0
g__GGB3510,,0.0014,0,0.00031,0.13093,0,0,0.00791,0,0,0,0.00387,0,0.00726,0,0,0.08331,0,0,0,0.00319,0.01813,0,0,0,0,0,0.05492,0,0.05791,0,0.04765,0.04109,0,0,0,0,0,0.23392,0.0347,0.00791,0,0,0.04607,0.11873,0.01176,0,0.11184,0,0.01566,0,0,0,0,0,0,0.00634,0,0.01884,0,0,0,0,0,0,0,0.00186,0.01451,0,0,0.04112,0.05238,0.00937,0,0.00897,0.04393,0,0.00353,0,0.15647,0.05519,0,0,0,0,0,0,0,0.09202,0,0,0.01171,0.00698,0,0.04211,0,0,0,0,0,0.0006,0.01196,0,0.00399,0,0,0.13622,0.02336,0.01835,0,0,0,0,0,0,0,0.00525,0,0.04038,0.02258,0.01653,0.11742,0,0.01018,0.00064,0.01287
g__GGB34900,,0.00087,0,0,0.06367,0.03361,0.235,0.01599,0.00155,0.0093,0,0.0267,0,0.164,0,0.01395,0,0.00846,0.10284,0,0.01409,0.01741,0,0,0,0,0.01477,0.01402,0,0,0,0.00938,0.09675,0,0.01031,0.39034,0.20273,0,0.00193,0,0.00473,0.0237,0,0.02506,0.08937,0.00988,0,0.18941,0.00323,0,0,0,0,0,0,0,0.00444,0,0.09947,0,0,0.02609,0.01234,0,0,0.03066,0.0168,0,0.00692,0,0.03626,0,0.08668,0,0.07649,0.00989,0,0,0,0.14514,0.03578,0.01459,0,0.00425,0.03108,0.00279,0.03505,0,0,0.01616,0,0.14411,0.0078,0.08754,0.04468,0.00714,0.04719,0.00406,0,0,0.02885,0,0,0.03187,0,0.00718,0.03989,0.01246,0.0313,0.09944,0,0,0.04909,0.03123,0,0.04406,0.00072,0,0.2031,0.02151,0.02211,0.08777,0,0.03281,0,0.02777
s__Bifidobacterium_pullorum,,16.17205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05019,0,5.63738,0,0,0,0,0,0.39795,0,0,1.32827,0,0,0,0,0,0,0.6643,0,0,0,0,0,0.70388,0.35117,0,0,0.06831,0,0,0,0,0,0,1.87809,0,0,0,1.23263,0,0.57143,0.17204,0,0,0,0,0,0,0,0,0,0.0815,0,0,0,0,0.02724,0.35564,0,1.88542,0,0,0,0,0,0,0.08446,0,0,0.00722,0.23404,0,13.68067,0,0,0.41532,0,0,0,0.29808,0,0,0,0,0.25712,0,0,0,0.03087,0,0,0
s__Ruminococcus_SGB4421,,2.13567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12823,0.00949,0,0,0.9017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9455_SGB14847,,2.00795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3304_SGB4367,,1.42147,2.00267,0,1.36624,0,0,0,0,0,0,0,0,6.81376,0,3.01244,0,0,0,0,1.5938,2.16512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73702,0,0,0,0,0,0,3.53946,0,0,0,0,0,0.92001,0,0,0,0,0,0,0,0,0,0,2.886,0,0.09917,0,0,0,0,0,0,0,0,1.44267,0,0,0,0,0,0,0,0,1.31997,0,0,0,0,0,0,0,0,2.30617,0,0,1.56049,0,0,0,0,0.43123,0,0,0,0,0,0,0,0,0,3.24724,0,0,0.01806,0,0,0,0,0,0,0.26154,0,0,3.53486,0,0,0.68997,0,0
s__GGB8965_SGB13825,,1.35015,0.00945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28695,0,0,0,0,0,0,0,0,0,0,0,0,0.16911,0,0,0.1033,0,0,0,0,0,0,0,0.61655,0.00483,0,0,0,0,0,0,0,0.12832,0,0,0,0,0,0,0,0.07977,0,0.13928,0.03381,0,0.03005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2302,0,0,0,0.43088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10216,0,0.14079,0.00842
s__Eubacterium_sp_An11,,1.31254,0,0,0,0,0,0.05831,0,0,0,0,0.35449,0.95974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05038,0,0,0,0,0,0,0,0,0,0.58827,0,0,0,0,0,0.17645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05479,0,0.2778,0,0,0,0,0,0.20975,0.10126,0,0.13301,0,0,0,0,0.03023,0,0,0,0,0.60669,0.2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_sp_ER2,,1.22023,0,0,0,0,0,0.06316,0,0,0,0,0.0907,0,0,0,0,0.00526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13235,0.73119,0,0,0,0,1.15313,0.02878,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04957,0,0,0,0,0,0,0,0,0,0.30372,0,0,0,0.06788,0,0,0,0,0,1.65729,0,0,0,0,0,0.01579,0,0.80464,0,0,0,0,0,0.64283,0,0.02611,0,0,0,0.09784,0,0,0,0,0,0.25887,0,0,0.06088,0,0,0,0.45455,0,0,0,0,0.24788,0.00456,0.17726,0.02359,0,0,0,0
s__Lacrimispora_saccharolytica,,1.09745,0,0,0,0,0.39653,0,0,0.02888,0,0.00149,0.03412,0.02443,0,0.00182,0,0,0.01085,0.13906,0,0,0,0,0,0.01601,0.01789,0,0.1023,0.1345,0,0,0,0,0.00399,0,0,0,0,0.37342,0,0,0,0.05197,0,0,0,0,0,0,0,0,0,1.42233,0,0,0,0,0,0,0,0.00678,0,0,0.19518,0,0,0.46573,0,0,0,0,0.15374,0,0.0014,0,1.79929,0.00955,0,0.00089,0,4.2311,0,0.01988,0,0.01679,0,0,0.11202,0,0,0,0,0,0.5608,0,0.02708,0,0,0,0.00214,0,0,0,0,0.00833,2.05942,0,0,0,0,0,0,0,0,0.46034,0.05001,0,0.02053,0.17035,0.01326,0.02663,0,0,0,0
s__Lachnoclostridium_sp_An181,,1.03388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10752,0,0,0,0,0,0.66295,3.65983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29714,0,0,0,1.35794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3363_SGB4447,,0.93652,0,0.1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64065,0,0,0,0,0,0.01899,0,0,0,0,0,0.10556,0,0,0,0,0,0,1.36439,0,0,0,0,0.82042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13669,0,0.21346,0,0,0,0,0,0.23603,0,0,0,0,0,0,0,1.33574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212,0.01401
s__Slackia_isoflavoniconvertens,,0.87805,0.0971,0.08128,0,0.1584,0,0,0,0,0.3617,0,0,0,0,0,0,0,0,0,0,0.13065,0.06297,0.24466,0,0,0,0,0,0,0.10284,0,0,0.1559,0.19689,0,0,0,0,0,0.32203,0,0,0,0,0.27552,0,0,0.32539,0,0.21216,0,0.43205,0,0.36947,0,0.99218,0,0.38643,0.23369,0,0,0,0.09921,0,0,0,0,0.4864,0,0,0,0,0,0,0,0,0,0,0,0.5875,0,0,0,0,0,0,0,0,0,0.1408,0,0,0,0,0.21925,0,0.09998,0.50277,0,0,0,0,0.21793,0.13902,0,0,0.06671,0.14505,0,0.01992,0,0,0,0,0,0,0.06212,0.1647,0,0,0,0.29527,0,0.04406,0.27414
s__GGB9453_SGB14845,,0.78755,0.17943,0,0,0.076,0.86662,0.34022,0,0.06814,0,0.62765,0,0.00528,0.37201,0.09974,0,0.01997,0.47734,0,0,0.32878,0,0.01896,0,0,0,0,0.05077,0,0,0,0.14697,0,0.02954,0.43698,0,0.18669,0.38483,2.21947,0,0,0,0,0.61169,0.27563,0.11472,1.45235,0,0.04629,0,0,0,0,0,0.24688,0,0.14376,0.57231,0,0,0,0,0,0,0,0,0.69304,0,0,0.03748,0.01014,0.72205,0,0.42478,0,0,0.07835,0,0.0128,0.21073,0.01429,0,2.81721,0,0.00278,0.35707,0.0074,0,0,0.00785,0.17735,0.1908,0.0218,4.91549,0,0.2603,0,0,0,0,0,0,0.26426,0,0,1.00872,0.00338,0.15109,0.07759,0,0,0.17104,0.1326,0,0,0,0,0.08505,0.30534,0.01572,0.29135,0,0,0.02617,0
s__Mediterraneibacter_SGB4598,,0.75316,0,0,0,0,0,0.00577,0,0,0,0,0,0.02635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17018,0,0,0,0,0,0,0,0.18095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12826,0,0,0,0,0.04891,0,0.00877,0,0,0,0,0,0,0,0,0.00396,0,0,0.00178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1234,0.00246,0,0,0
s__Ruminococcus_bicirculans,,0.64144,0.31183,0.02952,3.53727,1.00371,2.46363,3.90225,0,0.76508,1.4976,0,0,0,1.75072,0,4.30745,3.16319,0.50182,0,0,0.78993,4.51603,0.06963,9.43834,1.88644,1.71065,0.25062,0,0,5.92866,4.50585,7.94604,0,1.52889,0,0,2.24376,2.71141,0.02632,1.57133,2.99382,3.27611,0,0,1.99839,5.45699,3.96796,0,0,0.15202,1.37249,1.25091,0,0.1286,5.11384,0,1.26073,0,0,0,1.43661,6.42435,0.9163,0.09495,0.81492,7.21529,3.31233,0.15046,0,0.79366,0,0,0,2.35006,1.25143,0,0.33498,0,0,3.68117,0,1.40571,3.31855,2.62207,0.9768,1.86967,1.79863,0,1.4743,0,1.79112,2.71787,0,0.41796,0,0.42444,0.04444,1.22667,0,4.30136,6.20668,7.36313,0.45945,0,0,0,4.65596,1.06685,0.16916,0.07692,0,6.16782,2.69868,0,0,0.00823,2.84807,0,1.78836,5.14736,1.27043,0,0.083,1.8358,0
s__Lachnoclostridium_sp_An138,,0.59889,0.06922,0,0.01935,0,0.12716,0.02628,0,0,0,0,0,1.28909,0,0.00174,0.00958,0,0.01566,0,0.02779,0,0,0,0,0,0,0.0108,0,0.21741,0,0,0.24262,0,0,0,0.12982,0,0.01481,0.01155,0,0.01502,0,0,0,0,0,0.12304,0.00447,0,0,0,0,0,0,0,0,0,0.11928,0,0.09237,0,0,0,0,0,0.00385,0.02459,0,0,0.02112,0,0.14279,0.00098,0,0,0,0.05863,0,0.05237,0.34949,0,0,0.12404,0,0,0,0,0.03191,0,0,0.00238,0.01629,0,0.00225,0,0.02657,0,0,0,0.0263,0,0,0,0,0,0,0.01499,0.26534,0,0,0,0,0.00198,0,0.00117,0,0,0,0.01434,0,0,0,0.07577,0.02105,0
s__GGB9453_SGB14844,,0.54848,0.19911,0,1.64047,0.40278,1.40103,0.0438,0.01508,0.61559,0,0.59229,0,1.19086,0.52927,0.4996,0.18758,0.11634,1.80303,0,0.52586,0.74508,0,0.18515,0,0,0.41608,0.56319,0.02682,0.31627,0.01422,0.31097,0.47613,0.04365,0.13651,4.10675,2.54611,0.06388,0.12716,0.29336,0.01344,0.39346,0,0.65327,2.17316,0.5101,0.27469,2.52939,0.06359,0,0.09759,0,0,0,0,0.15988,0.08703,0.30578,0.47989,0,0.41093,0.07215,0.25893,0,0,0.17875,0.17244,0,0,0,0.37465,0,0.58765,0.02027,1.61672,0.18531,0,0.3202,0,0.4452,1.06728,0.07608,0,1.87863,0.23862,0,0.20608,0,1.40251,0,0.13021,0.38683,0.23526,0.63581,4.41852,0,1.02751,0,0.01669,0,0.58499,0.16108,0,0.73999,0.00888,0.06148,0.49044,0.3207,0.8401,0.3002,0,0,0.32043,1.17773,0,0.17655,0.06231,0,2.03292,0.70955,0.64556,1.74527,0.46996,0.97443,0.01499,0.02721
s__GGB9734_SGB15304,,0.49066,0,0,0,0,0,0.34769,0,0,0,0,0,0.46275,0,0,0,0,0.02054,0,0,0,0,0,0,0,0,0,0,0.41054,0,0,0,0,0,0,0,0,0,0.11607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29766,0.20722,0,0.50946,0,0,0,0,0,0,0,0,0,0.95016,0,0,0.27443,0,0,0,1.74062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Sanguibacter_SGB15121,,0.48304,0,0.66399,0.47731,0.41514,1.04506,0.64121,0.17136,0,0,0,0,0.60507,0.30683,0.40113,0.53959,0.15285,0,0,0.46636,0.22702,0,0.45639,0,0,0,0,0,0,0.17482,0.36823,0,0.18269,0.33435,0,0,0,0.34256,0,0.59428,0,0,0.26854,0.69328,0,0,1.4204,0.47769,0.12768,0,0,0,0,0,0,0,0,0.44973,0.40439,0,0,0,0.46981,0,0,0.13362,0,0,0,0.73703,0.07201,0.62522,0.64198,0,0,0,1.10873,0,0,0.5899,0,0,0.31737,0,0.17257,0,0.08949,0,0,0,0,0,0,0,0,0,0,0.18512,0,0,0,0,0,0,0,0,0,0.49995,0,0,0,0.17114,0.57412,0,0,0.67381,0,0.47697,0.65963,0,0,0,0,0.24941,0
s__GGB9469_SGB14863,,0.44732,0,0,0,0,0,0,0,0,0,0,0,1.19769,0.22608,0,0,0,0,0,0,0,0,0.18033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57194,0,0,0,0,0,0,0,0,0,0,0.18248,0,0,0,0,0,0,0,0.05724,0,0,0,0,0,0.3932,0,0.11707,0,0,0.08556,0,0,0.19921,0,0,0,0,0,0,0,0,0,0,0,0.14137,0,2.83755,0,0.47348,0,0,0,0.02323,0,0,0.0206,0,0,0,0,0.00771,0,0,0,0,0,0,0.25929,0,0,0,0,0,0,0,0.00704,0,0.06102
s__Negativibacillus_massiliensis,,0.43413,0.02874,0,0.06152,0,0.14556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02551,0,0,0,0,0.07108,0,0,0,1.18009,0,0,0.42065,0.36719,0,0,0,0.01145,0.09188,0,0,0.07251,0,0,0,0.13471,0,0.85033,0,0,0,0.82989,0.00482,0,0,0.11873,0,0,0.3158,0,0,0,0.12385,0,0,0,0,0,0,0,0,0,0.27009,0,0.13812,0.0319,0,0,0,0,0.02731,0,0.02604,0.03043,0,0.10067,1.22754,0,0,0,0,0,0.00938,0,0.08037,0,0.53191,0,0,0,0.24113,0,0,0,0,0,0,0,0,0.00121,0,0,0.06112,0.36928,0,0,0,0,0,0.09269,0,0.06594,0.41463,0,0.00601,0
s__Massilistercora_timonensis,,0.36163,0.18062,0.00815,1.10638,0,0.55364,0.06133,0,0,0,0,0,0.05516,0,0.76557,0,0.00069,0,0,0,0.27652,0,0.09257,0,0,0,0.63021,0,0,0,0,0,0,0.10055,0,0.39179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25649,0,0,0,8.17272,0,0,0,0,0,0,0,0,0,0.78405,0,0,0,0,0,0,0,0,0.01363,0.15403,0,0,0,0,0,0,0,0,0,0,0,0.23974,0.00502,0,0,0,0,0.01727,0,0,0,0,0.00656,0,0,0,0.25117,0.27901,0,0,0,0,0.22021,0,0,0,0.02924,0.15098,0,0.15971,0,0,0.44816,0,0
s__Eubacterium_sp_AF16_48,,0.32723,0.00779,0,0,0,0,0,0,0,0.09965,0,0,0,0,0.15226,0,0,0,0,0,0.19567,0,0.01582,0,0,0,0,0,0.51913,0,0,0,0,0.02751,0,0.21407,0,0,0,0,0.03695,0,0,0,0.28268,0,1.31253,0,0,0.06701,0,0,0,0,0,0,0,0,0,0.03594,0,0,0,0,0.05585,0,0,0,0,0.01989,0,0,0,0,0,0,0.11717,0,0,0,0,0,0,0,0,0,0,0,0.13323,0.02713,0,0,0,0.27167,0,0,0,0,0,0.4847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0.02867,0.05929,0,0,0.0585,0,0
s__GGB3033_SGB4028,,0.31891,0,0,0,0,0,0,0,0.09609,0,0,0,0,0,0,0,0,0,0,0,0.05799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03939,0,0,0,0,0,0.1696,0,0,0,0,0,0,0,0,0,0,0,0.15047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40091,0,0,0,0,0.03805,0,0,0,0,0,0,0,0,0,0.10729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01646,0,0,0,0,0,0,0.02325,0,0,0,0,0,0,0,0,0,0,0,0
s__Actinomyces_SGB17154,,0.3045,0,0,0,0,0,0.00705,0,0,0,0,0,0,0,0,0,0,0,0.00209,0,0,0,0,0,0,0,0,0,0.00689,0.05962,0,0,0,0,0.10449,0,0,0,0,0,0.00657,0,0,0,0,0,0,0.01821,0,0.02162,0.01338,0,0,0,0,0,0.00349,0,0,0,0,0,0.07666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00879,0,0,0,0,0.01178,0,0.02025,0,0,0.00498,0.22804,0,0.02161,0,0,0.02344,0,0,0,0,0,0,0,0,0.05651,0,0,0,0,0,0,0,0,0.00965,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9695_SGB15209,,0.28741,0,0,0,0,0,0,0,0,0,0,0,0.00716,0,0.00829,0,0,0,0,0,0,0,0,0,0,0,0.01378,0,0,0,0,0,0,0,0.06555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17466,0,0,0,0,0,0,0.04617,0,0,0.1163,0,0,0,0.04436,0,0,0,0,0,0,0,0,0.07382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40883,0,0.00114,0,0
