Abundance,CSM7KOR4,CSM5MCU4,PSM6XBVY,CSM79HJC,HSM7CZ2V,HSM5MD4P,PSM6XBTJ,CSM5MCVB,PSM7J1BN,PSM6XBTH,HSM5MD4W,HSMA33NG,CSM5MCXZ,MSM5LLH2,MSM5LLF2,CSM5MCV1,PSM7J1CK,CSM67UB5,CSM67UH3,MSM5LLHG,HSM5MD4U,CSM5MCVD,CSM5MCVF,ESM5GEYX,PSM6XBS2,HSM5MD7W,CSM5FZ3V,PSM6XBS4,MSM9VZM4,MSM5LLGN,CSM79HJI,PSM7J1CS,MSM5LLI2,CSM79HJ6,CSM5FZ46,PSM7J13U,CSM67UCU,HSM5MD8J,CSM5FZ3R,MSM5LLIC,MSM5LLI4,CSM5MCV5,CSM5MCW4,MSM5LLGR,MSM5LLII,HSM5MEE5,HSM67VCX,PSM6XBS6,HSM5FZBP,PSM6XBTN,MSM5LLHR,CSM67UB7,ESM718U9,MSM5LLIG,HSM5FZBR,HSM5MD8F,MSM5LLD6,ESM5GEYW,MSM633FF,ESM7F5AE,CSM7KOR8,HSM6XRQB,MSM5LLHQ,PSMA2651,ESM5ME9D,CSM79HJ8,MSM5LLHE,MSM5FZ9X,MSM5LLHI,PSM7J149,CSM79HJ2,CSM5FZ42,CSM7KOQP,HSM5FZC2,HSM5MD5K,MSM9VZLX,CSM5MCVZ,HSM7CYWS,CSM5MCWK,CSM79HHW,CSM5MCWI,CSM67UAI,HSM5MD5X,CSM7KOQZ,CSM5YRY7,CSM7KOKP,MSM5FZ9Q,ESM5GEYY,MSM5LLIM,MSM5FZ9V,MSM5LLIK,MSM5LLGD,MSM5LLE9,MSM5LLHX,MSM5LLI8,HSM7J4JW,MSM5LLIE,CSM5MCWA,CSM5MCXF,PSM7J13Y,CSM7KOKH,ESM5MEBA,MSM5LLGJ,CSM79HJ4,MSM5FZ9N,ESM5MEDP,PSM6XBQM,MSM5LLFG,MSM5LLGH,CSM79HNY,CSM67UB9,ESM5MEE2,CSM67U9V,CSM5MCVJ,MSM79HBX,CSM5FZ3Z,CSM5FZ3X,PSM7J1B3,PSM6XBRM,MSM5LLHA,HSM5FZBQ,MSM9VZJJ,ESM5ME9G,HSM7J4Q3,PSM6XBRK,CSM5MCXX,ESM5MEE6,HSM5MD4B,ESM5MEDZ,HSM5MD4A,CSM5FZ44,MSM5LLI6,PSM7J1CO,CSM5LLGB,CSM79HG7,ESM5MEB9,HSM5MD5H,MSM5LLGF,CSM5MCVV,MSM5ZOJY,CSM79HH2,MSM6J2RG,MSM5LLE3,PSM7J143,CSM5FZ3T,HSM5MD3L,MSM5LLH8,HSM5MD7Z,PSM6XBTF,CSM5FZ3N,MSM5LLHO,CSM67U9X,MSM5LLIS,CSM5FZ4C,CSM7KOKL,HSM67VIJ,MSM5FZA2,HSM5MD49,MSM5LLH4,PSM6XBSC
c__Deltaproteobacteria,0.06157,0,0.14952,0.02728,0.23351,0,0,0,0,0.01518,0,0.2249,0.04151,0.002,0,0,0,0.17916,0,0.07195,0,0.00159,0,0.03519,0,0.00063,0,0,0.58459,0.09971,0.07789,0,0.02851,0.10168,0,0,0,0.36651,0,0.94644,0.02478,0.14879,0,0.70261,0,0.01071,0,0,0.09993,0.01525,1.07447,0.457,0.75902,0,0.08906,0.16305,0,1.16808,1.6252,0.01296,0.12746,0,0,0.26535,0.13658,0.05978,0,2.44013,0.07214,0,0.06313,0,0,0.11391,0,0.26222,0,0.0292,0.44078,0.11325,0,0,0.00777,0.05085,0,0.46442,0,0.39097,0.00279,0.72122,0.04421,0.13514,0,0.00158,0.02402,0.82123,0.00575,0.02878,0,0,0.10935,0.1506,1.03388,0.52011,0,0.0062,0.09286,0.7808,0.06344,0,0,0.00825,0,0,0.0318,0,0,0.01792,0.03676,0.0735,0,0.34277,0.10878,0,0.12882,0.85163,0.07272,0,0.15429,0,0,0.06843,0,2.12464,0,0.2229,0.22717,0.25643,0,7.30955,0.29657,0,0,0,0,1.37375,0.09376,0.08703,0,0,0.21107,0.55261,0.08685,0,0.1333,1.04588,2.66852,0,0.11962,0
o__Bacteroidales,86.00518,79.4865,67.90387,65.85841,86.61295,73.71221,27.00858,89.10809,5.59646,62.72215,84.42534,88.66418,66.10709,45.53402,6.07633,80.9296,66.50839,81.66313,82.64007,77.57286,75.46362,85.48687,78.56461,34.41892,63.02545,94.74368,76.33926,28.07336,81.0716,89.78027,79.46414,69.733,83.81047,44.96729,92.16575,83.48196,85.06632,66.71732,87.4021,27.12257,58.28642,74.00415,85.37938,78.73324,77.72138,83.0653,91.74418,81.0541,93.36287,62.63408,67.73326,84.99733,55.03429,67.34683,96.51747,66.11525,67.22198,21.6678,0.0448,76.92158,81.50254,49.7191,78.84603,74.75561,73.8145,66.40115,49.80625,13.81086,83.15507,86.97333,78.84718,76.01128,0,93.52372,96.17456,85.63318,88.82522,73.25485,72.602,82.75253,88.85995,0,50.82263,81.47366,90.47654,81.62009,7.11584,65.25029,72.64013,37.82341,77.52026,57.80404,4.19605,54.50112,87.73885,64.12647,72.57155,12.02371,60.33698,79.37585,90.04835,66.88404,40.79135,90.86299,1.75252,87.481,68.08259,67.36219,59.78553,75.74565,92.0899,68.72257,83.74689,89.98383,67.4464,83.48665,89.89335,43.40458,83.47864,81.46365,96.1761,74.04067,74.99158,47.48018,72.74466,64.73005,52.10629,48.98764,72.03216,18.85116,85.88542,85.19417,90.59671,47.3905,63.69452,81.56408,88.8919,54.67133,77.13117,1.72161,72.75337,68.86424,6.26723,83.85546,88.8059,43.46282,75.9591,83.07974,71.4576,78.11057,73.03544,80.56143,83.22044,71.27697,81.97305,49.70329,20.57953,42.66455,75.65445,60.47505
o__Eubacteriales,11.82757,15.70831,18.84542,30.47004,8.72607,23.69085,68.84716,0.72403,53.6731,33.21232,12.30274,3.71613,26.57651,15.62437,51.43954,8.00691,22.86077,12.11984,0,17.67572,18.43228,6.70414,8.07395,30.64169,33.21638,4.31412,5.44974,65.24386,18.3438,8.8616,12.17762,23.94177,14.04038,23.76255,3.12724,5.07652,13.10555,15.2931,8.58137,46.59968,39.43422,21.78148,9.43373,17.26099,3.86854,13.37556,2.74072,18.9459,3.72074,31.00737,26.62821,9.16916,11.25949,21.53286,0.94199,27.48524,26.88713,66.45622,79.85746,12.40919,15.82722,48.95648,18.66072,20.87156,23.73024,26.22822,29.246,63.45357,11.03156,13.02667,16.79599,17.6631,57.61138,3.69575,2.26806,9.78659,6.96163,23.64008,22.22377,14.37315,7.70586,74.04586,30.18037,13.75808,5.9576,13.92105,31.1666,15.33412,18.07256,36.45642,19.28545,38.34923,76.34522,41.87619,10.40923,29.61286,19.45699,44.87952,32.06313,16.7285,7.62314,22.15428,55.40234,2.84183,59.07729,8.6581,24.10357,29.65374,36.4621,19.37888,7.08467,25.25179,13.70219,5.49279,8.0973,9.06793,4.53047,4.4799,9.97123,7.69206,1.95136,13.32408,19.82422,46.30442,13.78263,25.52586,39.9575,30.96197,25.77221,63.84377,7.79274,12.11416,9.40329,43.21405,23.49559,13.08981,4.63566,41.73673,15.30138,78.88656,4.76091,25.30263,58.56409,13.79135,6.02893,43.8857,3.80701,14.59792,24.50176,19.05975,17.52976,15.04569,5.29302,8.74235,11.8466,33.36826,63.57672,46.13115,7.25899,35.40551
o__Burkholderiales,0.921,1.03365,0.25088,1.60842,0.72014,0.19979,2.14985,0.98348,0,1.11911,0,1.30976,0.38282,3.39555,0.21348,0.33805,7.05699,1.46748,0,0.93166,0,0.08382,0,0.29933,0.95748,0.13926,0,2.23925,0,0,0.25627,0.60848,0.94214,0.51421,3.67021,7.21456,0.20429,0.96345,0,2.25734,0.52002,1.26627,0.29791,0,0.25954,1.0492,0.4327,0,0.21078,1.50575,1.45941,1.6708,2.25465,1.04041,0.46128,0.51687,0.88494,0.27677,0,0.96364,1.09623,0,0.94707,0,0.37532,0.95695,1.30818,0.04021,0.37536,0,3.35569,3.59021,0,0.99212,0.15441,1.20293,0.88315,0.66518,0.43876,0.44026,0,0,4.29082,1.34727,0,0.72133,41.09462,0,0,0,0,0,16.39002,0.70633,0.473,0.96566,0.90922,0.09398,2.60527,2.28401,1.33146,1.41641,0,1.15153,21.73834,0.18473,1.55899,0,0,0.12302,0,0.30861,0,3.59302,3.9963,3.49849,4.63718,36.15598,2.92853,1.06631,0,0,0.73324,0.98376,4.44742,0.81997,0.91256,1.56701,0.58145,2.2184,4.63074,0.77037,0,0,0,1.189,1.24248,0,0.03595,0,1.96978,0,29.81785,0.99869,2.42442,3.78034,1.03465,0.2093,1.02699,0,0.80187,1.30555,1.29645,0,1.7617,0.04724,0,3.86979,0.76789,2.01537
o__Acidaminococcales,0.6414,1.26448,3.38666,0.93356,1.72963,0.12955,0.90443,0,0,1.55432,0,4.58663,0.60256,0.14373,0,0,1.59771,0.85323,0,0,0,0.00354,0,0.103,1.64871,0,0.04002,0.08669,0,0.55093,0.11623,0,0,1.03946,0,0,0,0.29436,0,0.05951,0,0,0.34617,1.04701,0,0,0,0,0,2.9252,0,0.90042,0.41382,0,0,3.97629,0,0,0,1.99032,0.83318,0,0,0,0,1.41727,0,0,0,0,0.33007,0,0,0,0,2.49676,0.56264,1.12883,1.3533,1.19296,0,0,0.06866,0.70348,0,1.47405,0.00442,0,0.01728,0,0,0,0,0,0,1.24478,0,0.05136,0,0,0.50308,0,0,1.20938,0,0.12078,0.04084,0.82673,0,2.04526,0.67385,0,0,0,0.27513,0,0,0.10361,0,0.17641,0,0.08694,0,0,2.79586,2.2555,0,0,0,0,0,0,0,0,0,0.1028,0,0.00127,0,0.05704,7.80606,0,0,0,0,0,0.28599,0.16191,1.15178,0,0,1.0357,0.09267,0,1.10978,4.38699,0.08335,0,0.42664,1.44447
o__Veillonellales,0.23767,0,0.60318,0.71542,0.12009,0.80738,0,0.09083,3.62787,0.05192,1.96547,0,0,0,30.00814,0.09846,0.36125,0,0,0.45216,4.39993,1.69574,1.86321,2.68934,0.16119,0.62076,1.65661,0.43844,0,0,1.88465,0,0.16434,0,0.47466,1.26695,0.41264,0,1.83492,2.26948,0.34749,0.42731,0,0,0,1.00068,0.2112,0,1.43048,0.10613,0.70198,0.07517,1.39591,0.2649,1.97812,0,2.54678,1.12315,0.77851,0.31307,0.30312,0,0.52798,1.38669,0.75794,0.67346,3.03481,8.64588,0.12821,0,0.16621,1.80323,13.48764,1.62529,1.27849,0,0,0.49044,0.03378,0.06299,0.63708,2.86559,4.24223,0.15418,0.23119,0.33659,3.17551,3.97751,0,0,0,0.99716,2.27115,0.83759,0.20376,2.34116,0.17414,31.26365,4.3625,0,0.28442,4.50771,0.65786,0.50612,8.38233,0.10048,4.80173,0,0.60247,0,0.10004,1.052,0.14449,0.12142,0,2.77092,0.00339,0.28251,2.63983,0,1.87254,4.71994,3.60762,1.11049,0.4526,0.46568,2.56262,3.54848,0.65164,3.53231,1.56748,0.37269,0,1.32063,2.5113,0.07132,2.92971,0.58688,0.52727,2.12856,0.70488,3.02033,1.7776,0,2.3043,3.507,0,0.45113,0.39637,1.15919,1.53485,0.53662,0,1.59255,0.1342,0,3.20388,0.62148,0,0.13818
o__Chromatiales,0.1056,0.1304,0,0.0008,0.00181,0,0,0,0,0,0,0,0.01315,0,0,0,0,0.03813,0,0,0,0,0,0,0,0,0,0,0,0.01743,0,0,0.02449,0,0,0,0,0,0,0.00061,0.03939,0.16868,0,0,0,0,0,0,0,0,0,0.01136,0,0,0,0.06541,0.07979,0,0.04418,0,0.04178,0,0.04137,0,0.02735,0.05805,0,0,0,0,0,0,0,0,0,0.01491,0,0,0.02523,0,0,0,0,0,0,0.06274,0,0,0,0,0,0.02088,0,0.05385,0.02534,0.04598,0,0,0,0,0.01774,0,0.03749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06503,0.03765,0,0,0,0,0.05254,0,0.0445,0,0,0,0.02226,0,0.06092,0.02836,0,0,0,0,0,0,0.00798,0,0,0,0,0,0,0.0485,0.03194,0.03871,0,0,0
o__Clostridiales,0.09236,0.53307,0.00121,0.0439,0,0.33229,0,0,0,0.03662,0,0.03396,0,0.06811,0,0,0,0,0,0.47418,0,0.04293,0.22268,1.44222,0.05715,0,0.18118,0.22507,0,0.0433,0.1282,0.06701,0.16136,0.22279,0,0,0.67821,0,0.24131,0.18749,0.36759,0.09465,0.88364,0.47884,0,0,0.01339,0,0,0.16967,0.21151,0.20303,0,0.2101,0,0.11516,0.54929,0.35221,10.66102,0.06205,0.0605,0,0.2056,0.09057,0.00943,0.35187,0,1.7624,0.13782,0,0.04323,0,0,0,0,0,0.34188,0.01306,0.07376,0.04188,0.1885,0,0.02183,0.03237,0.12415,0.37907,0.03258,0,0.27912,1.95831,0.29265,0.4471,0,0.3791,0.3113,0.04412,0.1874,0.0005,0,0,0.01071,0,0.06866,0.08973,0,0,0,0.22874,0.13038,0.20749,0.01351,0.1453,0.03954,0,1.2751,0,0,0.02322,0.10653,0.09473,0,0.15718,0.13658,0.46185,0.0036,0.08855,0.14067,0,0.04697,0.17672,0,0.13982,0,2.92216,2.22407,0.06121,0,0.55684,0.35181,3.05468,0.03593,0,0,0.00365,0,0,0.06615,0.00438,0.04316,0.1654,0.219,0.09439,0.0133,0.34066,0.01739,0.18693,0.69074,0.08373,0.10327,0
o__Erysipelotrichales,0.08324,0.62461,0.08489,0.18017,0.14727,0.09311,0,0,0.88337,0.0165,0.1251,0.00492,0,1.05115,1.27465,0.04971,0.15527,0.11851,0,0,0.41695,0,0,0.02317,0.03,0,0,0.3324,0,0.08336,0,0.07479,0.07337,0.07095,0,0,0,0.05325,0.0014,0.01008,0.03897,0,0.32653,0.12004,0,0,0,0,0.05596,0.03595,0.09657,0.29233,0,0.00839,0,0.09923,0.06756,0.16996,5.39355,0.02577,0.20798,0,0.05904,0.02064,0.16029,0.58052,0,0.97877,0,0,0.29873,0.03984,0,0,0,0.12514,0.20986,0,0.02413,0.74792,0,0.08037,0.10013,0.06013,0,0.63249,0.20141,0.10569,0.13085,0,0.02232,0.1465,0,0.01463,0.07328,0.02584,0.06605,0.01619,0.33741,0.01501,0.04442,0,0.11228,0.16041,0.05118,0,0.32696,0.09856,0.28359,0.07407,0,0.01218,0,0.0175,0.20795,0,0,0.00686,0.01753,0.0775,0,0.05968,0,0.10043,0.08628,0.0198,0.08287,0,0.09326,0.00336,0,0.02954,0,1.95998,0,0.24122,0,0.13502,0,4.35749,0.00088,0,0.25703,0,0,0.038,0,0.01817,0.02819,0,0,0.3928,0.07705,0,0.46791,0.00719,2.38721,0.00565,0.02959,0.0563
o__Desulfovibrionales,0.06157,0,0.14952,0.02728,0.23351,0,0,0,0,0.01518,0,0.2249,0.04151,0.002,0,0,0,0.17916,0,0.07195,0,0.00159,0,0.03519,0,0.00063,0,0,0.58459,0.09971,0.07789,0,0.02851,0.10168,0,0,0,0.36651,0,0.94644,0.02478,0.14879,0,0.70261,0,0.01071,0,0,0.09993,0.01525,1.07447,0.457,0.75902,0,0.08906,0.16305,0,1.16808,1.6252,0.01296,0.12746,0,0,0.26535,0.13658,0.05978,0,2.44013,0.07214,0,0.06313,0,0,0.11391,0,0.26222,0,0.0292,0.44078,0.11325,0,0,0.00777,0.05085,0,0.46442,0,0.39097,0.00279,0.72122,0.04421,0.13514,0,0.00158,0.02402,0.82123,0.00575,0.02878,0,0,0.10935,0.1506,1.03388,0.52011,0,0.0062,0.09286,0.7808,0.06344,0,0,0.00825,0,0,0.0318,0,0,0.01792,0.03676,0.0735,0,0.34277,0.10878,0,0.12882,0.85163,0.07272,0,0.15429,0,0,0.06843,0,2.12464,0,0.2229,0.22717,0.25643,0,7.30955,0.29657,0,0,0,0,1.37375,0.09376,0.08703,0,0,0.21107,0.55261,0.08685,0,0.1333,1.04588,2.66852,0,0.11962,0
o__Candidatus_Borkfalkiales,0.02439,0.1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03109,0,0,0,0,0,0,0,0,0.11074,0,0,0,0,0,0,0,0,0.02815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04432,0,0,0.06109,0,0,0,0,0,0,0,0.04446,0,0,0,0,0,0,0,0,0,0,0,0.03836,0,0.03711,0,0,0,0,0,0.00256,0,0,0,0,0,0,0,0,0.39631,0,0,0,0,0,0,0,0,0,0,0,0,0.02592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Bacteroidaceae,74.1499,65.27623,44.56107,62.18103,75.99602,66.61122,19.51458,88.59635,0,53.13365,82.82541,80.8307,37.78604,1.57993,5.19392,80.9296,63.19982,72.30021,32.10424,53.37079,75.26276,82.9541,78.56461,22.16592,55.32245,9.44344,76.28358,22.80842,78.55926,67.15601,70.24389,68.1222,71.11034,21.71032,92.16575,79.20484,42.98485,36.25727,87.29452,19.50571,46.91131,56.15853,73.48396,56.39705,74.54901,80.10801,70.651,79.35768,18.10381,52.0546,57.41065,67.62461,54.31414,56.19545,26.0168,56.65431,57.66166,13.1455,0,37.22785,66.9547,48.83726,67.46064,65.66297,69.72791,53.00768,39.84127,0.15485,52.12423,78.15275,75.89811,76.00195,0,32.4773,6.08726,79.60234,76.60097,64.5453,58.73084,78.61386,88.85995,0,48.6831,72.69889,90.47378,68.47649,3.03699,55.01423,60.85211,0,68.33549,57.80404,0.23127,43.38183,73.34363,48.8986,59.12296,8.23148,47.80226,71.36971,82.08069,63.27623,40.79135,78.81983,0.53455,77.35904,64.74596,44.88148,59.78255,72.40313,82.86678,64.99428,63.96129,89.98383,32.00416,83.48665,89.57206,26.06852,73.55197,7.90262,35.16488,65.5753,71.00347,33.57532,62.86069,49.25761,51.07065,24.71371,66.69094,7.46417,85.88542,65.47311,90.59671,46.28345,42.66738,26.66892,24.70826,54.6617,77.13117,0,20.29183,65.57581,0.20716,81.90958,88.78934,31.13783,4.26335,69.75048,63.7875,78.11057,50.24733,75.47832,4.35599,71.27697,65.9447,11.6783,0,25.44243,5.31486,49.90882
f__Rikenellaceae,6.93119,10.1421,11.13673,0.87479,2.76184,1.36534,5.2724,0.27406,0,4.14311,1.59993,2.61174,22.60443,0.18583,0,0,0.19169,7.32385,50.53583,15.45124,0.20085,0.26879,0,7.81491,3.43451,1.27966,0.04864,4.06143,2.46527,6.72531,3.42926,0,6.10435,22.04715,0,0,39.26596,2.87098,0.04855,3.61049,5.07468,7.26233,7.15219,18.62281,1.48635,0,2.90188,0,4.76252,2.48749,5.47216,11.66169,0,3.65581,3.60155,0.20857,4.05732,4.27535,0.03534,3.90123,10.04335,0,3.94416,6.30221,0,6.64607,3.91112,0.03849,22.14099,8.53508,1.57144,0.00853,0,3.28139,1.17357,0.01523,8.1783,4.09197,10.36836,4.13868,0,0,0.28099,6.0182,0,9.4539,1.15589,2.601,5.80915,0,2.66248,0,0.12669,4.3303,6.00685,7.26284,4.63442,0.36162,7.0,0.7646,4.31374,0,0,4.72181,0.06338,7.90528,1.6387,9.52921,0,0,9.22312,0.05248,17.39072,0,0.7076,0,0.23546,1.60753,5.79219,1.22764,2.29476,1.18465,0,2.82788,4.36301,10.19105,0,1.64686,0,2.51842,0,10.42504,0,0.08132,15.79042,0,9.03046,0,0,0.2346,3.04042,2.58664,0.04743,0.00116,0.01656,10.89105,0.26386,9.28902,3.68452,0,13.44502,2.95444,0.45447,0,9.61758,2.07783,0.68682,0.46655,0.73775,2.58882
f__Oscillospiraceae,6.31469,4.67443,13.65901,15.23116,5.32455,16.96783,54.4435,0.24047,0,16.56707,1.26964,1.49948,21.57736,10.12072,24.61452,0,10.5276,6.308,0,12.75706,2.68347,1.42543,2.37293,16.8708,26.94202,1.452,2.54109,36.5454,7.18925,3.1413,2.92392,8.09806,11.08247,8.12949,0.04293,2.82831,6.43389,3.25426,2.22333,12.32075,34.60761,9.33545,0.81269,7.18075,2.79884,9.97207,0.14091,16.46261,1.47474,17.00207,5.93092,4.57026,5.3281,10.76957,0.4416,18.04029,21.70622,58.39807,17.83695,5.26074,10.13907,9.19659,15.18123,14.13329,14.32755,14.86011,22.30065,5.74888,7.02373,12.74015,8.02397,1.03052,0.86727,2.18663,0.85258,6.84593,1.14187,16.21164,10.35026,0.87056,2.72763,2.31226,17.22145,7.52403,1.30856,4.34908,7.95884,11.05692,9.96069,2.00953,13.77941,34.41903,1.64509,31.64564,8.2408,23.40297,8.52293,22.32586,15.61089,9.53184,3.09905,12.23979,26.1441,1.03204,22.70562,7.18682,22.67267,13.72433,26.78725,6.82181,2.40327,14.15458,9.05757,0.10047,4.76099,0.75869,0.38094,1.68395,4.34464,6.347,0,4.81977,12.40132,23.84956,4.34455,14.95921,22.3317,17.51004,15.59202,39.4116,0.87277,7.61471,9.40329,10.06344,16.09395,6.43029,3.17761,33.26786,2.92618,11.42694,2.65492,21.30955,6.14947,7.93565,0.24136,19.65399,3.27924,10.50871,15.35658,6.78587,8.19734,4.89628,3.28692,4.69151,2.48403,12.82796,7.52791,31.8528,5.78434,10.37542
f__Lachnospiraceae,4.93683,7.954,4.68261,13.99914,2.73539,3.93336,13.51175,0.26309,38.08433,12.84549,8.10099,1.3703,1.37692,3.3825,16.3907,6.85327,9.05095,5.62911,0,2.55721,12.68138,3.18936,3.77665,9.76454,4.50638,2.58767,2.18266,23.89235,11.15455,4.49417,8.97688,15.84072,1.90835,12.9968,3.08431,2.18084,1.79517,5.05125,4.33223,24.16819,3.74459,5.34163,5.2225,7.60243,1.0697,3.00272,1.08431,2.05723,1.9401,7.40874,16.91391,3.71051,1.99017,9.8725,0.39097,8.36845,3.9327,4.81219,54.57329,5.24406,4.20183,30.77946,2.81418,4.97924,8.79119,9.86972,6.87019,55.27896,1.45675,0.28652,8.47694,16.56247,56.20268,1.01491,1.22048,1.23141,4.22944,5.47506,8.29148,10.83706,3.05328,63.86095,11.39153,4.98012,3.56836,8.12444,22.13284,2.37302,6.86689,33.89524,3.19701,3.06734,71.84838,7.40678,1.42155,2.02212,8.10705,20.29659,15.93528,7.19665,3.96399,9.77787,25.9114,0.79782,13.11375,1.13714,0.95429,12.88882,8.50755,11.92364,3.83923,9.27835,2.87098,5.39232,2.78149,8.29723,4.14953,1.99531,5.47192,1.23598,1.85131,6.9935,6.54288,18.80589,5.70456,6.47502,15.30007,12.70415,8.20476,23.21744,6.91997,2.30011,0,29.97839,1.70099,5.96796,0.84445,7.2124,9.26408,61.77023,1.26053,3.35711,49.24562,5.8557,5.78757,16.38716,0.51981,1.72737,7.13088,8.77785,7.18575,8.76545,1.90515,3.18239,7.66832,6.36546,49.58696,12.06556,1.28103,22.419
f__Tannerellaceae,3.56449,0,10.91756,2.6095,3.91181,5.4315,1.46634,0.23768,5.59646,3.36276,0,3.43568,4.34423,2.74207,0.17242,0,0.84486,1.34483,0,2.67484,0,0.40663,0,1.93238,1.40601,2.17877,0.00703,0.16924,0,6.0074,1.33462,1.6108,6.53969,0.80744,0,4.27712,2.03163,5.45615,0.05903,1.64531,6.17132,10.58328,0,2.32178,1.32014,2.9335,18.1913,0,9.6359,3.61175,3.16943,3.55519,0.72016,4.5231,9.97979,9.25238,5.48113,3.04132,0,4.24691,2.51196,0,7.397,1.62248,4.08659,5.39905,1.87146,0.16925,2.96065,0.2855,1.16957,0,0,4.83237,1.46993,4.97778,0,1.68422,2.01458,0,0,0,1.71309,1.95673,0,2.23899,0.16023,1.63015,3.93527,0,5.9361,0,0,6.78899,8.0182,3.78664,4.13133,0.27982,3.76647,7.24154,3.10505,3.60781,0,7.14323,0.06972,1.81604,1.42433,4.20144,0,3.02063,0,3.67581,0.75061,0,33.86442,0,0.08583,1.07088,1.01382,0.79024,6.96427,4.22966,3.98811,4.31571,3.43724,3.55443,1.00937,22.62707,5.34122,8.86857,0,9.26057,0,0.00526,3.63971,3.46112,6.13222,0,0,0,1.19351,0.70179,0.00163,1.94473,0,0.07818,0.88013,2.35834,1.20815,0,3.01884,1.46944,0.27049,0,4.43637,0.96535,0,16.75557,0.60632,1.01152
f__Odoribacteraceae,1.3596,1.88962,1.2885,0.08294,0.88615,0.26041,0,0,0,0.23401,0,1.78606,1.26028,0,0,0,0,0.52573,0,1.86529,0,0,0,0.67001,0.00211,0,0,0,0.04708,0,0.18496,0,0.05609,0.40239,0,0,0,0,0,1.26569,0.12911,0,0.7525,0.02014,0,0,0,0,0,0,1.19372,1.29292,0,0.8498,0,0,0.02187,0.98055,0,0.40749,1.99254,0,0.04423,1.08304,0,0.85808,2.31207,0,1.8388,0,0.20806,0,0,0,0,1.03783,1.41974,0.052,0.79733,0,0,0,0,0.79984,0,1.45071,0,2.16321,0.67257,0,0.47338,0,0,0,0.02098,0.38953,1.50718,0.02801,1.2906,0,0.36586,0,0,0.17812,0,0.40063,0.21176,0,0,0.16843,0,0,1.64428,0,0.1946,0,0,0.1162,3.12066,0.2259,0,0.48796,0,0.51995,0.55087,0.58037,0,0,0,0,0,0.03545,0,0,1.32555,0,0,0,0,0,1.1013,0,0,0,0,1.35576,0.14912,1.6819,0.00978,0,1.5717,0.31289,0.09063,0,0.54854,0.49952,0,0,0.22299,0.0024
f__Sutterellaceae,0.921,1.03365,0.25088,1.60842,0.72014,0.19979,2.14985,0.98348,0,1.11911,0,1.30976,0.38282,3.39555,0.21348,0.33805,7.05699,1.46748,0,0.93166,0,0.08382,0,0.29933,0.95748,0.13926,0,2.23925,0,0,0.25627,0.60848,0.94214,0.51421,3.67021,7.21456,0.20429,0.96345,0,2.25734,0.52002,1.26627,0.29791,0,0.25954,1.0492,0.4327,0,0.21078,1.50575,1.45941,1.6708,2.25465,1.04041,0.46128,0.51687,0.88494,0.27677,0,0.96364,1.09623,0,0.94707,0,0.37532,0.95695,1.30818,0.04021,0.37536,0,3.35569,3.59021,0,0.99212,0.15441,1.20293,0.88315,0.66518,0.43876,0.44026,0,0,4.29082,1.34727,0,0.72133,41.09462,0,0,0,0,0,16.39002,0.70633,0.473,0.96566,0.90922,0.09398,2.60527,2.28401,1.33146,1.41641,0,1.15153,21.73834,0.18473,1.55899,0,0,0.12302,0,0.30861,0,3.59302,3.9963,3.49849,4.63718,36.15598,2.92853,1.06631,0,0,0.73324,0.98376,4.44742,0.81997,0.91256,1.56701,0.58145,2.2184,4.63074,0.77037,0,0,0,1.189,1.24248,0,0.03595,0,1.94668,0,29.81785,0.99869,2.42442,3.78034,1.03465,0.2093,1.02699,0,0.80187,1.30555,1.29645,0,1.7617,0,0,3.86979,0.76789,2.01537
f__Acidaminococcaceae,0.6414,1.26448,3.38666,0.93356,1.72963,0.12955,0.90443,0,0,1.55432,0,4.58663,0.60256,0.14373,0,0,1.59771,0.85323,0,0,0,0.00354,0,0.103,1.64871,0,0.04002,0.08669,0,0.55093,0.11623,0,0,1.03946,0,0,0,0.29436,0,0.05951,0,0,0.34617,1.04701,0,0,0,0,0,2.9252,0,0.90042,0.41382,0,0,3.97629,0,0,0,1.99032,0.83318,0,0,0,0,1.41727,0,0,0,0,0.33007,0,0,0,0,2.49676,0.56264,1.12883,1.3533,1.19296,0,0,0.06866,0.70348,0,1.47405,0.00442,0,0.01728,0,0,0,0,0,0,1.24478,0,0.05136,0,0,0.50308,0,0,1.20938,0,0.12078,0.04084,0.82673,0,2.04526,0.67385,0,0,0,0.27513,0,0,0.10361,0,0.17641,0,0.08694,0,0,2.79586,2.2555,0,0,0,0,0,0,0,0,0,0.1028,0,0.00127,0,0.05704,7.80606,0,0,0,0,0,0.28599,0.16191,1.15178,0,0,1.0357,0.09267,0,1.10978,4.38699,0.08335,0,0.42664,1.44447
