Abundance,SAMN08049672,SAMN08049695,SAMN08049714,SAMN08049741,SAMN08049706,SAMN08049711,SAMN08049696,SAMN08049774,SAMN08049635,SAMN08049632,SAMN08049768,SAMN08049646,SAMN08049737,SAMN08049675,SAMN08049730,SAMN08049630,SAMN08049621,SAMN08049679,SAMN08049628,SAMN08049704,SAMN08049757,SAMN08049735,SAMN08049686,SAMN08049725,SAMN08049747,SAMN08049661,SAMN08049731,SAMN08049629,SAMN08049770,SAMN08049709,SAMN08049745,SAMN08049634,SAMN08049693,SAMN08049698,SAMN08049697,SAMN08049655,SAMN08049775,SAMN08049699,SAMN08049623,SAMN08049759,SAMN08049669,SAMN08049729,SAMN08049749,SAMN08049776,SAMN08049717,SAMN08049716,SAMN08049740,SAMN08049666,SAMN08049761,SAMN08049739,SAMN08049754,SAMN08049712,SAMN08049701,SAMN08049636,SAMN08049760,SAMN08049744,SAMN08049746,SAMN08049660,SAMN08049772,SAMN08049631,SAMN08049733,SAMN08049755,SAMN08049642,SAMN08049644,SAMN08049756,SAMN08049674,SAMN08049773,SAMN08049718,SAMN08049764,SAMN08049688,SAMN08049670,SAMN08049687,SAMN08049627,SAMN08049752,SAMN08049734,SAMN08049763,SAMN08049622,SAMN08049668,SAMN08049722,SAMN08049692,SAMN08049707,SAMN08049727,SAMN08049650,SAMN08049648,SAMN08049762,SAMN08049640,SAMN08049677,SAMN08049682,SAMN08049719,SAMN08049671,SAMN08049685,SAMN08049736,SAMN08049691,SAMN08049656,SAMN08049765,SAMN08049724,SAMN08049684,SAMN08049618,SAMN08049750,SAMN08049700,SAMN08049681,SAMN08049738,SAMN08049715,SAMN08049659,SAMN08049645,SAMN08049619,SAMN08049683,SAMN08049702,SAMN08049651,SAMN08049690,SAMN08049637,SAMN08049751,SAMN08049643,SAMN08049766,SAMN08049680,SAMN08049723,SAMN08049676,SAMN08049641,SAMN08049767,SAMN08049620,SAMN08049720,SAMN08049728,SAMN08049713,SAMN08049647,SAMN08049721,SAMN08049705,SAMN08049703,SAMN08049710,SAMN08049625,SAMN08049748,SAMN08049664,SAMN08049624,SAMN08049708,SAMN08049649,SAMN08049662,SAMN08049732,SAMN08049743,SAMN08049633,SAMN08049758,SAMN08049742,SAMN08049657,SAMN08049654,SAMN08049658,SAMN08049694,SAMN08049726,SAMN08049665,SAMN08049678,SAMN08049626,SAMN08049653,SAMN08049652,SAMN08049771,SAMN08049753,SAMN08049673,SAMN08049663,SAMN08049667
c__Erysipelotrichia,3.14618,0.48414,2.31165,0.78621,0.00114,3.78323,4.72633,0.06234,5.12032,0.09231,0.13246,0.44358,0.36288,0.89707,0.46538,0.6819,2.31163,1.29158,2.84223,0.60737,2.5329,1.1861,0.31379,1.47255,1.5457,0.11172,0.62259,1.05381,0.34347,1.46218,0.35021,5.82882,0.6776,0.00872,0.13995,0.28205,0.34227,7.02289,0.05032,0.70904,1.8482,0.00128,0.00141,0.28227,2.0711,1.04561,0.52797,1.29993,1.18437,0.43398,0.1147,1.23394,0.21626,2.93699,0.06928,1.39192,1.16383,1.25267,0.62631,1.3743,0.09869,0,0.04524,0.80723,3.15631,0.3287,9.64737,1.85653,0.26334,0,1.23457,0.88851,2.52867,7.93659,0.10025,0.88889,0.02573,0.56491,0,2.0061,0.92627,0.6741,0.53208,0.70902,0.75131,8.32546,0.32001,0.34888,6.71145,0.81773,0.24143,0.62084,0.28787,2.50701,4.96816,2.24062,0.37793,0.89747,1.23012,3.18241,0.62304,1.91648,4.91711,1.02143,0.47812,0.42242,5.77318,4.00184,0.11268,3.16516,0.30532,0.01641,0.50512,0.17478,0,0.54807,0,0.13755,0.83804,0.251,0.43807,0.00017,1.04142,1.81436,3.691,5.04292,0.71775,25.20263,0.19264,3.42644,0.76995,0.04719,5.20962,2.86544,0.20062,1.62556,0.682,1.13337,0.00133,0.2683,0.35323,0.22288,0.78353,0.79808,5.39649,1.88007,0.44433,0.67967,2.71516,0.26929,2.22216,1.84401,0.49585,0.41628,0
c__Bacilli,0.88803,5.61445,5.18786,0.24507,44.8583,14.01343,0,0.03928,9.51211,2.24336,4.27159,0.90949,5.57735,1.71541,0.40941,1.28791,0.17633,0.44584,0.12923,3.49954,2.49061,0.72594,0.94239,6.93763,1.38634,2.66755,4.6425,1.27847,0.13257,2.15282,0.20504,0.17283,0.25063,1.07083,2.9416,0.13639,0.13191,0.18258,14.44415,0.2783,0.46823,1.33096,25.74805,0.17133,0.06672,0,3.86845,6.25066,1.70478,2.07498,2.31651,8.54113,2.06002,0.12546,1.6801,0.03473,6.34961,0.44416,0.32338,0.13834,1.48313,0.94087,0.63028,0.81648,0.67259,5.20599,8.87948,6.79649,19.01693,93.32898,0.20151,2.9485,1.9866,0.24161,4.45526,0.14378,0.25178,0.66481,13.9591,3.42693,0.508,16.23755,1.60668,0.64125,2.39792,0.0401,0.32637,0.3505,92.79106,0.65345,3.36244,0.65646,4.82748,1.33889,16.86625,2.45647,1.52394,0.25635,0.28244,5.16175,0.63947,0.84647,2.03757,5.54401,0.06388,1.31426,0.57818,0.31069,0,1.61425,3.56818,1.7405,3.78225,8.71927,99.88049,3.53615,8.92929,14.41217,0.1611,1.45086,0.70768,17.27931,0.94471,1.94783,15.25658,0.83425,0.41186,4.63578,5.29396,2.3542,1.27582,21.44937,0.90622,0.34907,10.00728,36.19889,1.45535,2.79527,42.79521,1.53242,0.08312,0.34841,4.3663,1.78349,0.97501,0.55287,0.38366,3.75035,10.27322,4.02978,0.27212,0.48551,0.77362,0.36126,18.91473
c__Gammaproteobacteria,0.68395,14.78862,2.07509,0.07744,37.95699,0.03201,0,0.02574,0.28512,0.352,0,0.00379,0.14416,0.21428,0.8543,0.11908,0.22902,0.17023,0.00462,0.00796,0.35251,0.10545,0.13646,0.49832,0.00033,0.41479,0.09811,0.03686,1.0971,0.22789,0.00215,0.0451,0.79649,0.47085,4.85516,0.01939,0.07707,0.76314,0.00357,0.0814,4.34344,10.36911,29.78649,0.04403,0,0.15981,0.04706,0.69828,0.16601,0.20623,0.70555,0.007,1.47893,0,1.62318,0,1.10827,2.58344,0.00257,0.12123,0.15901,34.22136,0.10922,0.65296,0.32834,7.32146,0.00567,0.23762,0.27473,0.19534,0.05148,0.26069,8.88062,11.86381,1.06796,1.19384,0.11273,32.96746,0.67188,0.51977,2.59277,2.41031,0.25883,0.05413,0.09172,0.02328,2.14172,0.11276,0.00486,0.02016,0.07101,0.02382,0.02597,0.07461,2.14688,0.02474,0.18907,0.00699,0.35712,29.80856,0.05516,0.52137,0,0.10195,0.06247,0.00095,1.47159,0.2767,0,0.04533,0.07432,39.14009,10.62823,2.71796,0.00286,0.20342,37.4693,0.09682,0.49342,1.8566,3.07597,72.35822,0.31857,0.6154,0.48928,0.29268,0.05709,0.13361,3.25878,1.19551,5.2908,2.22764,2.03879,0.18194,6.9146,0,0.43506,0.61672,2.77294,0.09577,0.2096,0.07192,0.07198,0.00588,0.31228,0.34927,0.13052,0.06927,0.17127,1.93921,0.0813,0.6369,0.28665,1.23088,1.28027
c__Bacteroidia,0.06934,25.01376,5.02612,51.40647,0.02648,2.90339,9.66842,61.79604,2.73949,2.49388,25.90247,16.12501,27.76702,30.72269,52.02797,37.26922,25.86203,22.13404,7.89453,1.48525,45.17405,36.555,10.52877,23.11754,26.82627,18.98033,19.42093,0.75079,10.4398,7.09083,22.03726,16.59428,32.05624,54.64387,2.71335,13.75505,31.48178,1.71793,40.01832,52.79934,43.27186,70.79499,0.05972,37.28685,16.26826,24.87203,32.00083,4.44769,0.21858,23.61497,48.33149,13.84178,23.44634,6.7929,13.74136,35.81729,18.57844,1.49252,17.18471,39.39412,24.00962,64.35885,31.23162,13.25127,11.80732,26.64783,0,9.02623,8.20521,1.72432,18.90909,8.31305,0.2687,0.05642,17.14584,55.94717,6.48452,25.33162,13.40002,0,0.01229,14.54275,15.99162,12.80769,27.9807,1.73251,6.64239,15.76424,0.04404,36.19773,7.28147,38.42753,4.07182,2.26792,22.09882,19.79798,29.15294,57.51813,37.71455,19.90381,5.74482,38.3328,0.46387,6.89894,23.47587,15.89234,4.49172,0.43745,0.3336,9.7464,0.97903,0.25554,8.32533,22.0696,0.01305,28.5724,0.80114,1.12354,39.87176,31.85334,41.99326,0.11714,8.87394,4.11329,0.00401,44.45338,21.69555,13.22571,47.74788,0.18014,20.50593,0.04518,0.02613,1.78854,0.02112,0.01467,18.8499,10.00954,0.05666,38.64804,13.11363,32.0153,12.8837,21.98169,41.0959,5.9563,28.36529,27.01225,2.80779,19.00997,47.27225,9.7224,4.84554,0.06106,0.00404
c__Fusobacteriia,0.01475,0,0.14298,0,0.60512,0,54.2145,0,0,0,0.01102,0,0,0,0,0.00047,0,0,0,0,0,0.02587,0.03472,0,0,0,0.07699,0,0,0,0,0,0,0.39494,0,0,0,0,0.00376,0,2.68238,0,10.98209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0.01726,0,0,0,0,0,0.01455,0,0.04471,0.00057,0.00058,0,0,0,0.01911,0.06547,0,0.02147,0,0,0,0,0,1.93882,0,0,0,0.00033,0,0,0,0,0,0,0,0,0,0.01364,0,0,0,0,0.26513,0,0,0.22455,0,0,0,0,0,0,2.7982,0,0,0.00849,0,0,0,0,0,0.00499,0,0,0.00012,0,4.92511,0,0,0,1.3056,0,0,0,0.0093,0,0,0,0,0,0.00025,0,0.0006,0,0,0,0,42.78684,0,1.54616,0.50623
c__CFGB8822,0.0055,0,0,0,0,0,0,0,0,0.00377,0.0105,0.09548,0,0,0.0008,0.02973,0,0.00072,0.01284,0,0.04289,0,0,0,0.06541,0,0.00036,0,0,0.12041,0,0,0.00334,0,0,0,0,0,0,0,0,0,0,0.04237,0,0,0.01945,0,0,0.27398,0.26158,0,0,0.01741,0,0.25536,0,0.03635,0,0,0,0,0,0,0.00207,0,1.17129,0,0,0,0.05663,0,0.10545,0,0,0.14138,0,0,0.02291,0,0,0,0,0,0,0,0.05483,0,0,0,0,0,0,0,0,0.04556,0.02834,0,0,0,0.03202,0.77472,0,0,0,0,0.04377,0.01898,0.22368,0,0,0,0.04678,0,0,0,0,0,0,0,0.63344,0,0,0,0,0,0.08928,0,0,0,0,0,9.21664,0.049,0,0,0.0071,0,0,0,0,0,0,0.0183,0.04661,0.33206,0,0,0,0,0,0,0,0,0
o__Eubacteriales,78.55151,41.93599,83.18467,40.15927,7.18168,55.85983,5.04487,32.92768,56.53283,72.04003,51.60576,52.17995,31.04273,40.14254,29.50597,48.16937,52.22324,63.82698,73.45329,35.82344,37.75655,51.70817,42.68932,49.43013,57.55251,51.24663,54.62065,48.44632,64.26178,73.46613,48.44887,62.71317,40.53499,32.81093,47.02196,55.67599,58.50836,76.5844,27.90326,35.34084,5.06788,15.34082,0.06387,45.68408,67.04901,57.13876,39.97155,58.01249,39.46766,54.92153,20.3846,61.32705,55.1865,68.60433,71.97997,46.93041,37.10176,83.27099,22.96325,40.55833,47.73944,0.21776,52.78185,65.61304,69.14043,40.06113,66.0544,45.88605,37.41226,2.83744,69.41532,48.58252,68.66155,79.25764,37.81095,17.31931,63.68126,35.33598,62.07802,88.99331,66.30592,47.68213,53.96899,66.40715,38.45977,67.33707,43.9784,33.76072,0.04434,34.97994,36.83192,35.26169,58.39163,77.56324,47.86159,58.48591,49.68634,26.96393,48.40111,34.44565,62.60583,49.17042,67.21267,67.17896,53.0577,56.83648,61.60514,66.06792,95.89374,54.51268,56.43956,56.17722,60.44516,24.46165,0.02213,51.01847,34.17473,12.03741,49.67568,24.97431,32.5481,0.10676,64.01818,59.07883,59.62295,43.27896,63.23667,48.61476,32.44722,90.34355,16.11321,70.30764,81.75062,64.52081,53.57124,34.52698,68.90216,57.09152,29.14281,38.2333,79.36487,55.06326,48.14676,64.14517,37.89191,60.02701,40.32093,58.32821,38.62421,45.77053,16.80927,38.6308,73.05812,86.34831,57.91257
o__Bifidobacteriales,7.482,0.26098,0,0.00931,0.18521,9.56782,0,0,10.73074,9.45764,1.05884,9.69511,2.10485,0.00248,3.56711,0.80859,0.10581,0.08549,5.34011,16.65009,0.28337,1.03883,0.93532,1.72393,0.00219,2.5106,1.66702,33.94482,3.58636,7.51339,10.0787,0,3.88182,2.34737,1.53373,0,0.31985,0.03387,9.08118,1.46471,14.57875,0.24501,0.00458,0.77541,0,5.08823,1.44172,4.50019,52.69315,0.01473,0.27117,1.79277,1.44961,9.53361,2.58922,0.1956,0.00212,0,20.76409,0.52405,3.24018,0,3.67037,0.77004,12.57463,8.74533,3.76834,0.07055,4.75703,0,5.68294,5.08823,0.05629,0.00258,1.02613,1.24311,0.00128,0.00327,2.19194,0,0.90162,5.3281,6.91922,0.05421,5.57784,7.56483,9.85996,0,0.24283,1.31332,4.18534,1.56467,16.8622,1.99872,4.27031,2.28992,1.89935,0,2.04707,5.61868,19.70795,0.00366,8.68563,8.5293,6.1705,0.00273,2.77726,17.51166,1.25424,1.58492,21.51893,0.02101,0.55465,0.69895,0.01456,0.0056,1.9312,27.8027,0.40211,6.13975,12.58435,0.00714,1.49219,0,18.20165,1.09452,0.08907,0.02254,0.00795,0.08326,0.40731,0.00806,0,3.00847,0.36214,24.5351,1.04449,1.607,24.59792,8.76844,0,0,11.13949,0.93939,4.93048,3.96197,3.21567,0.00126,33.54996,1.20629,10.52698,2.95801,13.22954,0.09656,0.02656
o__Coriobacteriales,5.03725,0.29433,0,0.26817,0.10821,2.71894,0,0.02568,0.12557,0.51162,0.55394,5.50467,5.01012,0.81932,2.35557,1.51039,0.16337,1.65161,2.35423,22.1085,2.56443,1.84198,2.03442,2.45116,2.4772,4.86192,6.05376,8.34556,0.46044,0.10731,2.07544,5.25497,3.62572,1.78298,3.76929,1.72599,2.39624,7.1468,0.04723,4.72172,3.89199,0.13011,0,5.90092,3.36007,3.45481,0.7185,2.66941,0,0.07164,3.23799,1.74685,1.99268,3.90118,0.09234,0.02285,0.30869,0.92894,5.83904,1.47854,1.11119,0.05594,4.53819,0.832,0.13348,0,1.67332,8.52656,1.04587,0,0.04388,7.95516,0.03309,0.46864,1.30214,3.73237,2.03606,0.39637,0.31033,0.27748,0.02113,1.77934,3.98369,5.11213,2.96937,4.70212,11.41833,4.59997,0,0.72195,1.63374,0.89958,3.71229,3.48107,0,0.10564,6.51441,0.00961,0.01137,0,5.45573,0.0876,3.84975,2.58726,1.51424,0.16536,0.18912,0.14359,0,2.81806,13.31051,1.45574,1.72783,3.34707,0,0.6174,0,0.99897,0,0.2166,1.40117,0.00569,3.31544,8.67557,0.40963,0.05439,0.2149,0.07469,3.86869,0.16018,0.01003,0.00384,0.76974,7.64976,0.10225,0.05758,0.98356,3.76492,0.04001,1.46495,0.68721,4.83471,2.41264,0.09459,2.43453,0.01574,3.79238,0.20237,4.5309,3.19656,6.14147,0.69304,0.04164,0.49278,0
o__Erysipelotrichales,3.14618,0.48414,2.31165,0.78621,0.00114,3.78323,4.72633,0.06234,5.12032,0.09231,0.13246,0.44358,0.36288,0.89707,0.46538,0.6819,2.31163,1.29158,2.84223,0.60737,2.5329,1.1861,0.31379,1.47255,1.5457,0.11172,0.62259,1.05381,0.34347,1.46218,0.35021,5.82882,0.6776,0.00872,0.13995,0.28205,0.34227,7.02289,0.05032,0.70904,1.8482,0.00128,0.00141,0.28227,2.0711,1.04561,0.52797,1.29993,1.18437,0.43398,0.1147,1.23394,0.21626,2.93699,0.06928,1.39192,1.16383,1.25267,0.62631,1.3743,0.09869,0,0.04524,0.80723,3.15631,0.3287,9.64737,1.85653,0.26334,0,1.23457,0.88851,2.52867,7.93659,0.10025,0.88889,0.02573,0.56491,0,2.0061,0.92627,0.6741,0.53208,0.70902,0.75131,8.32546,0.32001,0.34888,6.71145,0.81773,0.24143,0.62084,0.28787,2.50701,4.96816,2.24062,0.37793,0.89747,1.23012,3.18241,0.62304,1.91648,4.91711,1.02143,0.47812,0.42242,5.77318,4.00184,0.11268,3.16516,0.30532,0.01641,0.50512,0.17478,0,0.54807,0,0.13755,0.83804,0.251,0.43807,0.00017,1.04142,1.81436,3.691,5.04292,0.71775,25.20263,0.19264,3.42644,0.76995,0.04719,5.20962,2.86544,0.20062,1.62556,0.682,1.13337,0.00133,0.2683,0.35323,0.22288,0.78353,0.79808,5.39649,1.88007,0.44433,0.67967,2.71516,0.26929,2.22216,1.84401,0.49585,0.41628,0
o__Veillonellales,3.03284,7.34896,1.18368,0.71956,4.0217,7.22866,1.6324,2.27726,10.75347,8.27054,1.33045,0,0.00882,0.00092,6.50201,0.00678,2.51916,0.83518,0.02497,0,0.09365,0,0,0.00027,0.12887,2.75668,0.00789,0.54744,0.14765,1.77061,2.45517,0.25001,6.41058,0.69374,18.02861,5.18631,2.03024,0.00505,5.99941,0,14.63743,0.13012,28.12778,0.00388,1.30267,1.92421,0.00318,4.33246,4.32505,0.00108,10.45994,0,0,2.2913,5.92559,0,0,5.22759,2.29378,0,0.01177,0,0.01757,0.02497,0.33831,8.66722,0.07544,0.0387,0.02883,0.37036,0.07989,5.81494,0.04147,0.06118,0.74315,3.74724,15.65654,4.70434,6.27843,2.31964,4.30312,2.08028,1.89354,0,0,3.21502,11.83487,30.54652,0.00275,2.72625,0,2.28021,0.02554,3.27016,1.49697,1.44784,2.6773,1.38073,0.00829,0,1.25107,0.00174,6.10467,3.30443,0.0294,3.08042,0.34153,0.61614,2.18208,3.80792,1.03334,0.7775,0.0665,0,0.0077,0,7.2941,22.16771,1.76958,1.95194,3.69124,10.06039,0.12538,0,0,0.26046,3.60618,0.20708,0.01228,0.76447,8.01468,1.73927,0.00676,0,7.88306,0,0.11547,1.59674,0.32654,3.4531,0.02968,1.08576,0.36347,4.17762,0.00048,8.13979,0.00046,6.63314,2.26299,0.01972,8.23058,0.29521,1.79674,7.52659,13.31614
o__Acidaminococcales,1.06213,0.45575,0,0.02855,0,0,0,0,2.55055,0,0.02245,1.27046,0.44062,1.10204,0.45085,0.71977,0,1.88597,2.41301,0.0059,2.10176,0.74186,0.00161,1.76011,0,0.53194,1.19034,0.00633,0,0,3.83054,0.98842,2.73344,0.94325,16.68124,0,0,0,0,1.3513,0,0.00686,0,0.36494,4.05252,0,1.57207,0.73147,0,1.69695,9.77086,0,0.76963,0,0,2.30477,0.36994,0,1.22726,2.14581,1.40962,0,1.68251,1.74703,0,0,1.57086,0,0.57815,0,0,1.52022,0.01224,0,0.11308,0.20206,0,0,0.4408,0,1.87772,0.7924,0,1.13413,0.47757,0.32713,9.69134,0,0,0,0.69609,0.00024,3.60461,0.01053,0,0,3.94386,3.5816,9.34538,0,0,2.04648,0.04176,0,1.40334,0,5.78774,0,0,8.25166,0.74085,0,2.31717,1.01891,0,0.28789,0,18.80007,0.67294,0.0369,1.16343,0,0.03958,0.94826,1.15145,2.94271,0.28827,0,1.25334,0,0,0,0,0.71432,0,0,0.60551,0.52631,0,0.0729,4.85072,0,0.96261,0,0.52065,11.17951,1.2315,0,0,2.97689,2.81268,0.0074,0,0,8.03946
o__Lactobacillales,0.88803,5.61445,5.18786,0.24507,44.68302,14.01225,0,0.03928,9.50319,2.24336,4.27159,0.90949,5.44344,1.7091,0.40766,1.2849,0.17633,0.43992,0.12923,3.49552,2.48178,0.72419,0.85208,6.93251,1.38535,2.45149,4.38645,1.27847,0.07257,2.15282,0.20414,0.17013,0.25063,1.05888,2.9416,0.13293,0.13191,0.18258,14.44415,0.2783,0.46823,1.33096,25.71954,0.17041,0.06386,0,3.86286,5.97482,1.70478,2.05753,2.31651,8.54113,1.27286,0.12546,1.6801,0.02246,6.34961,0.44138,0.23255,0.12522,1.47927,0.94087,0.63028,0.81648,0.66642,5.17617,8.87796,6.52345,19.01319,93.32898,0.20151,2.85356,1.9866,0.24161,4.38651,0,0.25178,0.66481,13.9591,3.42693,0.508,16.15103,1.60668,0.64125,2.38842,0.02111,0.15208,0.34569,89.37711,0.65206,3.28648,0.57649,4.82039,1.33242,16.86625,2.45647,1.51939,0.25635,0.28244,5.16175,0.63279,0.84647,2.03757,5.5438,0.06072,0.85915,0.57818,0.31069,0,1.61425,3.53438,1.73889,3.78225,8.71096,99.88049,2.90792,8.92929,14.41217,0.1611,0.88677,0.70768,17.27931,0.94471,1.94783,15.22898,0.45344,0.41186,4.63267,5.29171,2.33746,1.27582,21.44937,0.90622,0.33511,10.00728,36.19663,0.91973,2.79527,42.79386,1.53242,0.08312,0.34841,3.98573,1.76707,0.97103,0.55287,0.3775,3.75035,10.27322,3.80503,0.26162,0.47587,0.77362,0.36031,18.91473
o__Enterobacterales,0.68395,14.70636,2.07509,0.05932,0,0.00156,0,0.00059,0.16082,0.00141,0,0.00379,0.08178,0.00087,0.8543,0.00291,0.22902,0.01349,0.00462,0.00796,0.35251,0.00124,0,0.00077,0.00033,0.26201,0.00279,0,1.08134,0.22789,0.00215,0.00968,0.65135,0.47085,4.78558,0,0.02476,0.76314,0.00357,0,4.34344,10.36911,29.77661,0,0,0,0.00491,0.11409,0.16601,0.12131,0.50829,0,0.03203,0,0.56698,0,0,2.58344,0.00257,0.00475,0.00085,34.22136,0,0.33463,0.15421,3.58998,0,0,0.09642,0.19534,0,0.12897,8.88062,11.86381,0.10735,0.93768,0.00483,32.96746,0.67188,0.48717,2.59277,0.03192,0.12984,0,0.04589,0.02328,1.90954,0.11276,0.0006,0,0.04256,0.00336,0.0212,0,2.13665,0.01454,0.15452,0.00699,0.00079,29.80856,0,0.51728,0,0.08508,0.04261,0.00095,1.43635,0.2767,0,0.04533,0,39.12603,10.56689,2.6686,0.00264,0.15143,37.46401,0.09682,0.49342,1.85536,3.07597,72.34642,0,0,0.48544,0.29268,0,0.01318,3.25878,1.16771,4.67647,2.22764,2.02357,0,6.9146,0,0.2018,0.00665,2.71271,0.07923,0.13291,0,0,0.00452,0.23508,0.34927,0.00396,0.06927,0.0376,0,0,0.54684,0.00087,1.20265,1.28027
o__Bacteroidales,0.06934,25.01376,5.02612,51.40647,0.02648,2.90339,9.66842,61.79604,2.73949,2.49388,25.90247,16.12501,27.76702,30.72269,52.02797,37.26922,25.86203,22.13404,7.89453,1.48525,45.17405,36.555,10.52877,23.11754,26.82627,18.98033,19.42093,0.75079,10.4398,7.09083,22.03726,16.59428,32.05624,54.64387,2.71335,13.75505,31.48178,1.71793,40.01832,52.79934,43.27186,70.79499,0.05972,37.28685,16.26826,24.87203,32.00083,4.44769,0.21858,23.61497,48.33149,13.84178,23.44634,6.7929,13.74136,35.81729,18.57844,1.49252,17.18471,39.39412,24.00962,64.35885,31.23162,13.25127,11.80732,26.64783,0,9.02623,8.20521,1.72432,18.90909,8.31305,0.2687,0.05642,17.14584,55.94717,6.48452,25.33162,13.40002,0,0.01229,14.54275,15.99162,12.80769,27.9807,1.73251,6.64239,15.76424,0.04404,36.19773,7.28147,38.42753,4.07182,2.26792,22.09882,19.79798,29.15294,57.51813,37.71455,19.90381,5.74482,38.3328,0.46387,6.89894,23.47587,15.89234,4.49172,0.43745,0.3336,9.7464,0.97903,0.25554,8.32533,22.0696,0.01305,28.5724,0.80114,1.12354,39.87176,31.85334,41.99326,0.11714,8.87394,4.11329,0.00401,44.45338,21.69555,13.22571,47.74788,0.18014,20.50593,0.04518,0.02613,1.78854,0.02112,0.01467,18.8499,10.00954,0.05666,38.64804,13.11363,32.0153,12.8837,21.98169,41.0959,5.9563,28.36529,27.01225,2.80779,19.00997,47.27225,9.7224,4.84554,0.06106,0.00404
o__Fusobacteriales,0.01475,0,0.14298,0,0.60512,0,54.2145,0,0,0,0.01102,0,0,0,0,0.00047,0,0,0,0,0,0.02587,0.03472,0,0,0,0.07699,0,0,0,0,0,0,0.39494,0,0,0,0,0.00376,0,2.68238,0,10.98209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0.01726,0,0,0,0,0,0.01455,0,0.04471,0.00057,0.00058,0,0,0,0.01911,0.06547,0,0.02147,0,0,0,0,0,1.93882,0,0,0,0.00033,0,0,0,0,0,0,0,0,0,0.01364,0,0,0,0,0.26513,0,0,0.22455,0,0,0,0,0,0,2.7982,0,0,0.00849,0,0,0,0,0,0.00499,0,0,0.00012,0,4.92511,0,0,0,1.3056,0,0,0,0.0093,0,0,0,0,0,0.00025,0,0.0006,0,0,0,0,42.78684,0,1.54616,0.50623
o__OFGB8822,0.0055,0,0,0,0,0,0,0,0,0.00377,0.0105,0.09548,0,0,0.0008,0.02973,0,0.00072,0.01284,0,0.04289,0,0,0,0.06541,0,0.00036,0,0,0.12041,0,0,0.00334,0,0,0,0,0,0,0,0,0,0,0.04237,0,0,0.01945,0,0,0.27398,0.26158,0,0,0.01741,0,0.25536,0,0.03635,0,0,0,0,0,0,0.00207,0,1.17129,0,0,0,0.05663,0,0.10545,0,0,0.14138,0,0,0.02291,0,0,0,0,0,0,0,0.05483,0,0,0,0,0,0,0,0,0.04556,0.02834,0,0,0,0.03202,0.77472,0,0,0,0,0.04377,0.01898,0.22368,0,0,0,0.04678,0,0,0,0,0,0,0,0.63344,0,0,0,0,0,0.08928,0,0,0,0,0,9.21664,0.049,0,0,0.0071,0,0,0,0,0,0,0.0183,0.04661,0.33206,0,0,0,0,0,0,0,0,0
f__Lachnospiraceae,64.06664,25.57467,74.55511,23.51505,6.41893,32.4542,0,19.51748,39.20353,47.83826,16.19174,36.05904,9.50398,24.26355,26.46448,19.58575,41.85947,24.55283,38.45524,15.26007,26.82371,27.56825,19.43692,11.01112,24.81543,25.57511,24.09332,23.70401,41.39724,59.51414,33.56033,46.51969,27.09073,11.86858,36.73208,29.86873,41.75442,59.08038,24.3888,18.46654,4.86637,14.83153,0.04681,26.13018,55.60606,30.19169,11.29409,36.09406,34.94745,29.98919,11.80586,22.62629,25.7797,42.85851,36.28668,22.90746,10.57083,55.25099,7.14813,25.53696,19.59733,0.10506,29.39742,33.50913,37.97115,20.08897,40.40322,16.98145,10.68016,2.19758,41.85697,19.03173,65.98629,74.44826,12.65337,8.85798,23.89328,34.65445,48.50089,81.27066,65.37521,28.73003,24.63088,38.49926,13.8908,48.42541,33.83673,26.11149,0.04434,8.74549,19.91894,22.70016,45.19643,48.93047,35.91285,37.08843,36.79077,19.51431,44.70116,29.76688,56.21234,34.67349,55.09184,40.98493,24.23832,32.17773,47.29011,46.43019,58.86926,36.6789,41.0022,29.23337,23.52197,7.64916,0.02126,18.97335,17.64704,10.02346,17.90642,10.71768,14.34429,0.06501,44.25687,47.96054,56.48609,18.16782,24.82432,3.12445,29.10309,82.62695,15.238,68.98599,48.19129,50.52487,52.31039,16.12226,47.54256,27.2651,15.00724,14.9519,51.76858,27.07171,19.01893,39.50639,21.78678,48.04813,17.81909,37.15572,27.37101,19.80568,13.58472,34.93137,52.47019,81.45172,57.91257
